Date,HomeTeam,AwayTeam,FTR,HomeFTHG_all_avg_25,AwayFTHG_all_avg_25,HomeFTAG_all_avg_25,AwayFTAG_all_avg_25,HomeHTHG_all_avg_25,AwayHTHG_all_avg_25,HomeHTAG_all_avg_25,AwayHTAG_all_avg_25,HomeHS_all_avg_25,AwayHS_all_avg_25,HomeAS_all_avg_25,AwayAS_all_avg_25,HomeHST_all_avg_25,AwayHST_all_avg_25,HomeAST_all_avg_25,AwayAST_all_avg_25,HomeHC_all_avg_25,AwayHC_all_avg_25,HomeAC_all_avg_25,AwayAC_all_avg_25,HomeHF_all_avg_25,AwayHF_all_avg_25,HomeAF_all_avg_25,AwayAF_all_avg_25,HomeHY_all_avg_25,AwayHY_all_avg_25,HomeAY_all_avg_25,AwayAY_all_avg_25,HomeHR_all_avg_25,AwayHR_all_avg_25,HomeAR_all_avg_25,AwayAR_all_avg_25,HomeFTHG_same_avg_2,AwayFTAG_same_avg_2,HomeHTHG_same_avg_2,AwayHTAG_same_avg_2,HomeHS_same_avg_2,AwayAS_same_avg_2,HomeHST_same_avg_2,AwayAST_same_avg_2,HomeHC_same_avg_2,AwayAC_same_avg_2,HomeHF_same_avg_2,AwayAF_same_avg_2,HomeHY_same_avg_2,AwayAY_same_avg_2,HomeHR_same_avg_2,AwayAR_same_avg_2
2021-08-28,Norwich,Leicester,A,1.04,1.4,1.92,1.56,0.64,0.68,0.64,0.48,11.76,9.56,15.48,13.0,3.84,3.6,5.6,4.52,4.92,5.08,6.48,5.36,9.2,11.72,11.68,10.48,1.52,1.12,1.64,1.64,0.12,0.08,0.08,0.08,1.0,1.0,0.0,0.5,14.0,17.5,4.0,4.5,11.0,7.5,8.5,10.0,0.5,1.5,0.0,0.0
2021-08-28,West Ham,Crystal Palace,D,1.72,1.92,1.2,0.92,0.88,0.68,0.32,0.52,11.64,14.4,12.84,8.96,4.16,5.0,4.08,3.32,4.92,6.68,4.84,3.72,10.28,12.44,9.24,11.12,1.2,1.24,1.36,1.4,0.04,0.12,0.08,0.12,1.0,1.5,0.0,0.5,9.0,7.5,3.0,3.0,3.5,2.5,9.5,9.5,1.5,1.5,0.0,0.5
2021-08-28,Newcastle,Southampton,D,1.44,2.0,1.84,1.24,0.68,0.96,0.72,0.64,12.4,12.04,12.76,11.04,4.2,4.84,4.68,4.32,4.36,5.4,5.04,4.76,10.12,11.76,11.36,11.36,1.6,1.56,1.6,1.52,0.08,0.08,0.16,0.08,2.5,1.5,1.5,0.5,9.0,16.5,5.0,4.5,1.5,9.5,11.0,15.5,1.5,2.0,0.5,0.0
2021-08-28,Liverpool,Chelsea,D,1.8,1.28,1.0,1.56,0.96,0.76,0.48,0.64,16.72,8.96,8.04,14.88,6.04,3.28,3.6,5.12,7.52,4.48,2.64,5.88,10.4,10.24,8.56,10.76,0.96,1.6,1.24,1.16,0.0,0.08,0.0,0.04,2.5,2.0,1.5,1.0,8.5,10.5,4.0,5.0,5.5,1.0,8.5,9.5,0.5,0.0,0.0,0.0
2021-08-28,Aston Villa,Brentford,D,1.4,,1.32,,0.64,,0.52,,13.08,,12.68,,4.6,,4.52,,5.72,,4.96,,12.24,,15.0,,1.64,,1.88,,0.12,,0.2,,,,,,,,,,,,,,,,,
2021-08-28,Man City,Arsenal,H,2.76,1.0,0.72,1.48,1.44,0.72,0.28,0.76,17.56,11.2,7.16,11.68,6.4,4.08,2.56,3.96,6.92,4.68,2.6,5.16,9.6,11.08,8.8,9.04,1.12,1.92,1.32,1.68,0.0,0.08,0.04,0.12,2.0,0.0,1.0,0.0,16.5,7.0,8.5,1.5,5.5,4.0,12.0,8.5,2.5,1.0,0.0,0.5
2021-08-28,Brighton,Everton,A,1.08,1.2,1.36,1.08,0.44,0.64,0.56,0.52,14.04,13.28,9.72,9.44,3.8,4.24,3.28,3.72,6.48,6.04,3.84,3.56,11.56,10.48,9.08,10.96,1.76,1.56,1.36,1.88,0.0,0.0,0.08,0.04,1.5,1.0,0.5,0.5,15.5,9.0,3.5,3.5,5.0,4.0,12.0,9.5,1.5,1.5,0.0,0.0
2021-08-29,Tottenham,Watford,H,1.8,2.12,0.88,0.72,1.0,1.0,0.32,0.4,12.24,14.16,13.08,9.72,5.08,5.24,3.6,3.2,4.8,5.68,5.52,4.2,12.96,8.84,12.48,11.04,1.52,1.56,1.88,1.8,0.04,0.0,0.0,0.04,1.5,1.0,0.0,1.0,14.5,8.0,2.5,1.5,10.0,3.5,5.5,9.0,2.0,3.5,0.0,0.0
2021-08-29,Wolves,Man United,A,1.08,0.72,1.12,1.88,0.4,0.6,0.72,0.68,14.04,12.04,9.32,12.92,4.44,3.56,3.56,5.4,5.84,4.48,3.8,4.68,11.28,11.84,10.08,12.36,1.6,1.8,2.08,1.68,0.0,0.08,0.2,0.0,1.0,1.5,0.5,1.5,10.0,9.0,3.0,3.0,5.0,4.0,15.5,5.5,3.0,1.5,0.0,0.0
2021-08-29,Burnley,Leeds,D,0.8,2.12,1.36,1.56,0.48,1.08,0.56,0.68,10.88,16.8,13.08,12.12,3.44,6.68,4.48,4.44,4.6,6.28,5.52,5.64,10.16,11.28,10.68,11.16,1.4,1.0,0.68,1.4,0.0,0.04,0.04,0.08,,,,,,,,,,,,,,,,
2021-09-11,Chelsea,Aston Villa,H,1.84,1.24,0.76,1.24,0.92,0.4,0.36,0.56,15.28,14.16,8.0,12.32,6.28,4.72,2.44,4.2,5.92,5.2,3.8,5.0,11.44,15.72,9.52,11.16,1.08,1.96,1.32,1.64,0.08,0.08,0.08,0.0,1.5,1.0,1.0,0.5,20.5,9.5,7.0,2.5,10.0,4.5,17.0,6.5,2.5,1.0,0.0,0.0
2021-09-11,Watford,Wolves,A,1.28,1.28,1.52,0.76,0.36,0.48,0.72,0.32,13.0,12.12,12.76,10.12,3.68,4.0,4.92,3.32,4.4,5.28,4.6,4.56,13.2,10.68,10.32,10.24,2.2,1.28,1.64,1.16,0.16,0.0,0.04,0.0,1.5,1.5,0.5,0.5,9.5,13.5,2.0,4.0,4.0,6.0,11.0,8.5,3.0,1.5,0.5,0.0
2021-09-11,Southampton,West Ham,D,1.36,1.32,1.24,1.64,0.76,0.68,0.48,0.76,11.84,11.36,10.72,13.12,4.68,3.72,4.16,4.72,5.16,4.68,5.52,4.44,11.12,9.84,11.8,8.96,1.08,1.24,1.52,1.16,0.12,0.0,0.04,0.08,0.0,0.5,0.0,0.5,9.5,9.5,2.5,3.5,4.5,5.5,12.5,14.5,2.0,2.0,0.0,0.0
2021-09-11,Man United,Newcastle,H,2.24,1.56,1.36,1.04,1.0,0.6,0.6,0.32,14.24,16.0,9.12,9.04,5.8,5.16,3.4,3.36,5.76,6.68,4.36,4.28,11.52,11.36,9.72,10.64,1.76,1.28,1.36,1.68,0.04,0.04,0.08,0.04,3.5,1.0,2.0,1.0,18.5,8.5,8.5,4.0,5.5,2.0,9.5,9.0,1.5,2.0,0.0,0.0
2021-09-11,Crystal Palace,Tottenham,H,0.96,1.24,1.56,1.6,0.52,0.56,0.84,0.84,9.4,13.84,13.2,10.56,3.2,4.88,4.32,3.6,4.4,5.48,5.2,4.6,10.96,12.8,11.64,10.84,1.6,2.24,1.2,1.76,0.0,0.04,0.04,0.04,1.0,1.0,0.0,1.0,14.5,10.5,3.5,4.0,5.5,4.5,13.0,12.0,2.0,1.5,0.0,0.0
2021-09-11,Brentford,Brighton,A,,1.08,,0.96,,0.52,,0.52,,11.56,,10.2,,3.6,,3.28,,5.52,,4.76,,10.16,,10.4,,1.48,,0.84,,0.0,,0.24,,,,,,,,,,,,,,,,
2021-09-11,Arsenal,Norwich,H,1.4,1.96,1.08,0.32,0.72,1.04,0.44,0.08,11.8,15.12,11.92,9.68,4.16,5.04,3.44,2.84,6.12,6.84,4.84,3.72,10.16,11.32,10.92,9.88,1.24,1.16,1.8,1.84,0.12,0.0,0.04,0.0,2.5,0.0,1.0,0.0,13.5,10.0,5.5,2.5,6.5,2.5,9.0,8.5,1.0,2.0,0.0,0.0
2021-09-11,Leicester,Man City,A,1.76,0.84,1.28,2.0,0.76,0.36,0.56,1.0,12.92,7.92,9.44,15.6,4.88,2.8,3.48,5.24,5.88,2.88,4.44,6.52,11.72,10.92,11.32,8.8,1.32,1.6,2.04,1.28,0.04,0.04,0.0,0.12,0.0,1.5,0.0,0.0,7.5,14.5,2.5,5.5,2.0,4.0,13.5,11.0,1.0,1.5,0.0,0.0
2021-09-12,Leeds,Liverpool,A,1.6,1.2,1.28,1.96,0.68,0.68,0.72,0.72,13.68,9.2,12.56,15.52,5.76,3.56,5.32,5.64,6.36,3.68,4.96,6.68,11.92,10.08,11.92,10.2,1.72,1.56,1.48,1.16,0.04,0.08,0.08,0.0,1.5,1.5,1.0,1.5,12.0,19.5,5.5,10.0,8.0,8.0,15.0,13.0,1.0,1.0,0.0,0.0
2021-09-13,Everton,Burnley,H,1.28,1.44,1.4,0.96,0.76,0.8,0.64,0.56,11.24,17.36,13.0,9.68,3.88,5.48,4.12,3.52,4.72,7.64,5.88,4.12,10.96,10.04,11.04,10.28,1.44,0.96,1.64,1.16,0.04,0.12,0.04,0.0,1.0,1.0,0.5,1.0,17.5,10.0,4.5,2.5,8.5,3.0,12.0,10.0,0.0,2.0,0.0,0.0
2021-09-17,Newcastle,Leeds,D,1.4,2.0,1.92,1.56,0.68,1.04,0.72,0.64,12.32,16.6,13.36,12.16,4.08,6.52,4.88,4.24,4.44,6.2,5.04,5.56,10.2,11.36,11.2,10.8,1.64,1.16,1.72,1.48,0.08,0.04,0.12,0.08,1.0,1.0,0.5,0.5,17.5,9.0,5.5,3.5,7.0,4.0,12.0,16.0,0.5,2.0,0.0,0.0
2021-09-18,Aston Villa,Everton,H,1.4,1.04,1.28,1.16,0.64,0.56,0.56,0.56,13.04,13.16,12.28,9.88,4.64,3.92,4.4,3.88,5.76,5.96,4.64,3.72,12.48,10.44,14.88,10.92,1.68,1.56,1.96,1.88,0.12,0.0,0.2,0.04,1.0,0.0,0.5,0.0,10.0,13.5,2.5,3.0,4.5,3.5,9.5,15.0,2.0,1.5,0.0,0.0
2021-09-18,Norwich,Watford,A,1.08,1.96,2.0,0.72,0.68,0.96,0.68,0.4,12.12,14.0,15.24,9.88,4.0,5.16,5.6,3.16,5.16,5.84,6.52,4.16,8.92,8.96,11.64,11.32,1.48,1.68,1.64,1.84,0.12,0.0,0.08,0.04,2.0,2.0,1.5,1.0,17.5,12.0,5.5,4.5,7.5,2.5,7.5,12.5,1.5,2.5,0.0,0.5
2021-09-18,Man City,Southampton,D,2.76,2.08,0.72,1.2,1.44,0.96,0.28,0.64,17.8,12.08,7.16,11.04,6.52,5.0,2.56,4.2,7.36,5.2,2.56,4.64,9.48,11.84,8.8,11.0,1.12,1.64,1.36,1.6,0.0,0.08,0.08,0.08,3.5,1.5,1.5,1.0,21.5,7.0,7.0,4.5,11.0,2.5,8.5,7.0,2.0,0.5,0.0,0.0
2021-09-18,Liverpool,Crystal Palace,H,1.76,2.0,1.0,0.92,0.92,0.72,0.48,0.44,17.12,14.48,8.04,9.04,6.08,5.12,3.56,3.32,7.64,6.44,2.6,3.68,10.52,12.32,8.24,10.8,0.96,1.16,1.28,1.32,0.0,0.12,0.04,0.12,3.0,0.0,1.5,0.0,20.0,4.0,6.0,2.0,10.0,0.5,8.5,6.5,1.0,1.0,0.0,0.0
2021-09-18,Burnley,Arsenal,A,0.8,1.12,1.36,1.44,0.44,0.84,0.56,0.76,10.52,11.84,13.04,11.2,3.24,4.28,4.48,3.72,4.68,4.84,5.52,4.88,10.04,10.76,10.6,9.0,1.36,1.88,0.64,1.72,0.0,0.08,0.04,0.16,0.5,0.5,0.5,0.5,12.0,14.0,3.5,2.5,3.5,5.5,6.5,11.5,1.0,2.0,0.0,0.0
2021-09-18,Wolves,Brentford,A,1.08,,1.16,,0.4,,0.72,,14.2,,9.44,,4.64,,3.64,,5.96,,4.08,,11.4,,10.16,,1.68,,2.12,,0.0,,0.2,,,,,,,,,,,,,,,,,
2021-09-19,Brighton,Leicester,H,1.0,1.4,1.4,1.6,0.44,0.72,0.6,0.52,14.24,9.8,9.76,12.76,3.72,3.6,3.24,4.56,6.24,5.36,3.76,5.44,11.32,11.44,9.12,10.36,1.72,1.2,1.4,1.64,0.0,0.08,0.08,0.08,0.5,2.0,0.5,0.0,7.0,13.5,1.0,6.5,6.0,6.5,11.5,4.5,1.0,0.5,0.0,0.0
2021-09-19,West Ham,Man United,A,1.8,0.68,1.2,1.88,0.92,0.56,0.32,0.68,11.92,12.24,12.8,12.84,4.24,3.68,3.92,5.28,4.92,4.4,4.68,4.72,10.36,11.44,9.24,12.0,1.2,1.92,1.32,1.8,0.04,0.08,0.08,0.0,1.5,1.5,1.0,0.0,13.5,12.0,6.0,4.5,4.0,5.5,8.5,9.5,1.0,1.0,0.0,0.0
2021-09-19,Tottenham,Chelsea,A,1.8,1.28,0.84,1.52,1.0,0.76,0.32,0.68,12.44,9.6,12.96,14.36,5.28,3.4,3.44,5.04,4.92,4.88,5.4,5.6,12.6,10.4,12.32,10.24,1.64,1.52,1.96,1.2,0.04,0.08,0.0,0.08,0.0,1.5,0.0,1.5,6.0,15.5,1.5,2.5,2.5,6.0,14.5,12.5,3.0,3.0,0.5,0.0
2021-09-25,Brentford,Liverpool,D,,1.2,,2.08,,0.68,,0.76,,9.2,,16.32,,3.6,,5.88,,3.72,,6.88,,9.84,,10.04,,1.56,,1.12,,0.12,,0.0,,,,,,,,,,,,,,,,
2021-09-25,Watford,Newcastle,D,1.12,1.72,1.56,1.04,0.32,0.64,0.68,0.32,12.64,16.6,12.64,8.96,3.48,5.32,4.84,3.2,4.4,6.76,4.76,4.08,13.32,11.16,10.64,10.12,2.2,1.32,1.68,1.56,0.16,0.0,0.04,0.04,1.5,1.0,0.0,1.0,14.5,8.0,5.0,3.0,2.5,5.0,20.0,15.5,1.0,3.0,0.0,0.0
2021-09-25,Leicester,Burnley,D,1.6,1.36,1.32,1.0,0.72,0.68,0.56,0.56,12.56,17.16,10.28,10.08,4.64,5.44,3.76,3.76,5.72,7.68,4.76,4.32,11.28,9.84,11.28,10.24,1.28,0.96,2.08,1.16,0.04,0.12,0.0,0.0,3.0,1.5,1.0,1.0,16.5,14.5,4.5,4.5,12.0,4.0,7.5,11.5,0.5,2.5,0.0,0.0
2021-09-25,Man United,Aston Villa,A,2.32,1.2,1.4,1.24,1.0,0.4,0.6,0.56,14.6,14.04,9.32,12.88,5.84,4.6,3.44,4.4,5.96,5.0,4.04,5.44,11.44,15.56,9.44,11.12,1.72,1.92,1.2,1.76,0.04,0.08,0.08,0.0,2.0,1.5,1.0,0.5,17.5,7.0,7.5,4.0,7.0,9.5,19.0,9.0,4.0,0.5,0.0,0.0
2021-09-25,Everton,Norwich,H,1.4,1.96,1.44,0.32,0.76,1.04,0.64,0.08,11.44,15.92,13.04,9.76,4.0,5.2,4.24,2.76,4.84,6.96,5.88,3.88,10.48,11.12,10.8,9.72,1.4,1.12,1.6,1.72,0.04,0.0,0.04,0.0,1.5,1.0,1.0,0.0,16.5,11.5,7.5,3.5,5.5,9.0,9.5,11.0,1.5,2.5,0.0,0.0
2021-09-25,Chelsea,Man City,A,1.8,0.76,0.76,2.04,0.88,0.32,0.36,1.0,15.08,7.68,8.6,16.32,6.0,2.6,2.64,5.48,5.84,3.0,4.2,6.4,11.56,10.64,9.56,8.88,1.08,1.56,1.4,1.2,0.08,0.04,0.08,0.12,1.5,2.0,0.5,1.5,12.0,14.5,6.0,4.0,5.0,5.0,12.0,6.5,2.0,1.0,0.0,0.5
2021-09-25,Leeds,West Ham,A,1.52,1.28,1.36,1.64,0.64,0.68,0.72,0.76,13.88,11.44,12.92,13.08,5.8,3.76,5.12,4.6,6.28,4.64,5.2,4.32,11.76,9.8,11.68,9.08,1.72,1.32,1.48,1.12,0.08,0.0,0.04,0.12,1.0,1.0,1.0,0.5,11.5,15.5,7.0,5.5,7.0,6.0,12.5,11.5,1.5,2.0,0.0,0.5
2021-09-26,Southampton,Wolves,A,1.36,1.28,1.2,0.76,0.76,0.48,0.48,0.32,12.04,12.08,10.68,10.28,4.68,4.0,4.0,3.28,5.16,5.32,5.36,4.6,10.96,10.96,11.68,10.48,1.2,1.36,1.44,1.24,0.08,0.0,0.08,0.0,1.5,2.5,1.5,0.0,9.0,9.0,4.0,4.0,2.5,4.5,11.5,10.5,2.0,1.5,0.0,0.0
2021-09-26,Arsenal,Tottenham,H,1.4,1.32,1.08,1.56,0.72,0.52,0.44,0.84,12.64,13.72,11.76,10.12,4.36,4.72,3.24,3.56,6.2,5.68,4.72,4.48,10.08,12.68,11.0,11.0,1.24,2.12,1.8,1.64,0.12,0.04,0.04,0.08,2.0,1.5,1.0,1.5,19.5,9.5,5.5,6.0,8.5,4.5,12.5,16.5,2.0,3.5,0.0,0.5
2021-09-27,Crystal Palace,Brighton,D,1.04,1.08,1.56,1.0,0.48,0.52,0.84,0.52,9.72,11.4,12.88,10.08,3.24,3.6,4.2,3.32,4.4,5.48,4.96,5.0,11.0,10.36,11.48,10.6,1.52,1.56,1.08,0.8,0.0,0.0,0.08,0.24,1.0,1.0,0.5,0.0,6.0,17.5,2.5,6.5,2.5,6.0,10.0,12.0,2.0,1.5,0.0,0.5
2021-10-02,Man United,Everton,D,2.2,1.16,1.44,1.12,0.92,0.56,0.6,0.56,15.12,13.4,9.44,9.84,5.76,4.0,3.52,3.72,5.76,5.92,4.04,3.68,11.4,10.4,9.72,10.8,1.76,1.6,1.28,1.88,0.04,0.0,0.08,0.04,2.0,2.0,1.0,0.5,19.0,7.0,6.5,3.0,5.5,3.0,12.0,11.0,1.5,1.5,0.0,0.0
2021-10-02,Burnley,Norwich,D,0.76,2.04,1.4,0.28,0.44,1.08,0.6,0.08,10.88,15.96,13.16,9.88,3.16,5.36,4.44,2.8,4.96,7.04,5.36,3.92,9.88,11.28,10.32,9.56,1.4,1.16,0.68,1.76,0.0,0.0,0.04,0.0,,,,,,,,,,,,,,,,
2021-10-02,Chelsea,Southampton,H,1.72,2.04,0.76,1.08,0.84,0.96,0.36,0.6,14.68,12.48,8.76,11.0,5.6,5.04,2.72,4.0,5.8,5.32,4.44,4.72,11.52,11.32,9.84,11.12,1.16,1.52,1.44,1.68,0.08,0.08,0.04,0.08,1.5,2.5,1.0,1.0,10.5,9.0,4.0,4.5,7.0,1.5,10.5,9.0,2.0,1.5,0.0,0.0
2021-10-02,Leeds,Watford,H,1.44,1.88,1.36,0.8,0.6,1.0,0.72,0.44,13.88,13.72,13.16,10.28,5.6,5.0,5.04,3.44,6.2,5.64,5.04,4.44,11.4,8.92,11.36,11.6,1.76,1.68,1.52,1.84,0.04,0.0,0.04,0.04,,,,,,,,,,,,,,,,
2021-10-02,Wolves,Newcastle,H,1.04,1.72,1.24,0.92,0.4,0.64,0.8,0.28,14.24,16.72,9.64,9.28,4.56,5.44,3.76,3.16,5.88,6.72,4.0,4.2,11.36,11.48,10.0,10.2,1.72,1.4,2.08,1.68,0.0,0.0,0.24,0.04,1.0,1.0,0.5,0.5,12.5,5.0,3.5,1.5,3.5,2.5,11.5,11.0,0.0,2.0,0.0,0.0
2021-10-02,Brighton,Arsenal,D,1.08,1.12,1.32,1.4,0.48,0.84,0.52,0.76,14.4,12.08,9.84,11.32,3.84,4.28,3.12,3.64,6.24,5.0,3.92,4.76,11.24,10.72,9.16,8.76,1.8,1.96,1.4,1.68,0.0,0.04,0.08,0.16,1.0,1.0,0.0,0.0,11.0,12.0,3.5,4.5,7.5,5.5,12.0,6.0,2.0,0.5,0.0,0.0
2021-10-03,Liverpool,Man City,D,1.72,0.68,1.0,2.04,0.88,0.28,0.48,1.0,17.28,7.28,8.44,16.48,6.2,2.2,3.64,5.56,7.8,2.96,2.8,6.64,10.92,10.6,8.48,9.16,1.08,1.64,1.32,1.24,0.0,0.04,0.04,0.08,2.0,2.5,1.0,0.0,10.0,13.0,4.0,4.0,5.0,7.0,11.5,6.5,1.0,1.5,0.0,0.0
2021-10-03,West Ham,Brentford,A,1.72,,1.2,,0.92,,0.32,,12.04,,12.8,,4.24,,4.08,,4.92,,5.0,,10.16,,9.2,,1.12,,1.28,,0.04,,0.08,,,,,,,,,,,,,,,,,
2021-10-03,Crystal Palace,Leicester,D,1.08,1.4,1.56,1.6,0.52,0.68,0.84,0.52,9.36,10.0,12.88,12.72,3.2,3.72,4.2,4.56,4.28,5.4,5.12,5.6,11.0,11.24,11.36,10.36,1.56,1.24,1.16,1.64,0.0,0.08,0.08,0.08,0.5,1.5,0.0,0.0,8.0,15.5,2.0,4.0,3.5,5.5,12.5,11.5,1.0,1.5,0.0,0.0
2021-10-03,Tottenham,Aston Villa,H,1.72,1.16,0.96,1.24,1.0,0.4,0.32,0.56,12.16,14.64,13.36,12.6,5.2,4.64,3.76,4.44,4.76,4.96,5.68,5.28,12.28,15.32,12.64,11.12,1.56,1.92,1.92,1.76,0.04,0.08,0.0,0.0,2.0,1.5,0.5,1.5,20.5,13.5,5.5,4.0,9.0,2.5,13.5,11.0,1.0,0.5,0.0,0.0
2021-10-16,Watford,Liverpool,A,1.16,1.16,1.56,2.2,0.32,0.6,0.68,0.8,12.8,9.12,12.68,16.52,3.52,3.52,4.84,6.0,4.36,3.68,4.84,7.2,13.6,9.84,10.8,10.04,2.28,1.52,1.8,1.08,0.12,0.12,0.04,0.0,1.5,1.5,0.0,0.0,9.5,8.5,3.0,4.0,4.0,5.0,8.0,10.5,0.0,0.0,0.0,0.5
2021-10-16,Aston Villa,Wolves,A,1.52,1.28,1.24,0.76,0.64,0.48,0.56,0.32,13.2,12.36,12.36,10.12,4.72,4.2,4.36,3.32,5.88,5.44,4.72,4.72,12.12,10.8,14.64,10.16,1.68,1.32,1.96,1.2,0.12,0.0,0.2,0.0,0.0,0.5,0.0,0.0,10.0,9.5,1.0,2.0,3.5,2.5,14.5,14.5,1.0,0.5,0.0,0.0
2021-10-16,Leicester,Man United,H,1.68,0.72,1.4,1.84,0.76,0.6,0.64,0.64,13.0,12.44,10.24,13.04,4.76,3.76,3.8,5.44,5.8,4.32,4.64,4.96,11.28,11.24,11.08,11.96,1.28,1.92,2.16,1.76,0.04,0.08,0.0,0.0,1.0,2.0,0.5,0.5,12.0,8.0,2.5,3.5,4.0,1.5,11.0,14.0,1.5,2.5,0.5,0.0
2021-10-16,Man City,Burnley,H,2.6,1.44,0.72,1.04,1.32,0.72,0.28,0.64,17.96,17.36,7.12,10.12,6.32,5.48,2.52,3.72,7.56,7.64,2.64,4.44,9.36,9.76,9.0,10.04,1.04,1.0,1.36,1.28,0.0,0.12,0.08,0.0,5.0,0.0,3.0,0.0,19.0,5.0,6.5,0.5,4.5,2.5,10.0,5.5,0.5,0.5,0.0,0.0
2021-10-16,Norwich,Brighton,D,1.0,1.12,2.04,1.04,0.68,0.56,0.72,0.52,12.08,11.28,15.2,10.0,3.96,3.64,5.72,3.4,5.08,5.48,6.64,4.92,9.08,10.44,11.76,10.48,1.52,1.56,1.68,0.84,0.12,0.0,0.08,0.24,,,,,,,,,,,,,,,,
2021-10-16,Southampton,Leeds,H,1.36,2.0,1.16,1.52,0.76,1.08,0.44,0.64,12.28,16.92,10.48,12.72,4.8,6.52,3.92,4.48,5.2,6.12,5.32,5.6,11.04,11.16,11.44,10.72,1.2,1.16,1.36,1.48,0.04,0.04,0.08,0.08,1.0,1.5,1.0,0.0,18.0,13.0,4.5,6.5,2.5,5.5,13.0,10.0,0.5,2.0,0.0,0.0
2021-10-16,Brentford,Chelsea,A,,1.16,,1.56,,0.72,,0.64,,9.52,,14.48,,3.32,,5.2,,5.0,,5.92,,10.16,,10.48,,1.44,,1.2,,0.08,,0.08,,,,,,,,,,,,,,,,
2021-10-17,Everton,West Ham,A,1.4,1.24,1.4,1.72,0.72,0.72,0.64,0.76,11.6,11.44,12.84,13.48,4.08,3.8,4.2,4.8,4.96,4.48,5.84,4.44,10.44,9.72,10.76,9.04,1.44,1.36,1.68,1.12,0.04,0.0,0.04,0.12,1.0,0.5,0.5,0.0,14.5,9.5,6.0,4.5,8.0,3.0,12.0,11.0,2.0,1.0,0.0,0.0
2021-10-17,Newcastle,Tottenham,A,1.4,1.32,1.92,1.56,0.72,0.6,0.76,0.84,12.48,13.92,13.68,10.16,4.24,4.8,5.16,3.64,4.36,5.8,4.88,4.4,9.96,12.64,11.12,11.0,1.64,2.12,1.72,1.68,0.08,0.04,0.12,0.08,1.5,2.5,0.5,1.5,22.0,9.5,6.0,5.0,6.0,3.5,9.5,13.5,2.5,2.5,0.0,0.0
2021-10-18,Arsenal,Crystal Palace,D,1.36,1.96,1.12,0.92,0.76,0.68,0.44,0.44,12.6,14.64,11.84,9.44,4.32,5.24,3.32,3.4,6.12,6.6,4.8,3.88,10.16,12.72,11.12,11.04,1.28,1.28,1.68,1.36,0.12,0.12,0.04,0.12,1.0,1.0,1.0,0.5,13.0,11.0,5.0,3.0,9.5,4.0,14.0,10.0,1.5,0.5,0.0,0.0
2021-10-22,Arsenal,Aston Villa,H,1.4,1.16,1.16,1.28,0.76,0.44,0.44,0.56,12.84,15.08,11.68,12.8,4.28,4.8,3.36,4.44,5.96,4.88,4.92,5.4,10.04,15.04,10.72,11.36,1.28,1.96,1.72,1.76,0.08,0.08,0.04,0.0,1.5,2.5,0.0,1.0,17.0,14.5,4.0,7.5,6.0,6.0,12.0,14.0,2.5,0.5,0.5,0.0
2021-10-23,Brighton,Man City,A,1.04,0.72,1.2,2.12,0.44,0.24,0.44,1.0,14.76,7.2,9.4,15.92,3.84,2.2,2.88,5.44,6.32,3.0,3.72,6.28,11.28,10.76,8.76,9.36,1.84,1.72,1.28,1.28,0.0,0.04,0.08,0.08,1.5,3.5,0.0,1.5,11.0,17.0,3.0,6.0,3.5,5.0,10.0,7.0,2.0,1.5,0.0,0.5
2021-10-23,Southampton,Burnley,D,1.36,1.52,1.16,1.0,0.72,0.76,0.44,0.6,12.72,17.12,9.56,10.08,4.84,5.52,3.68,3.64,5.44,7.48,4.84,4.4,11.44,9.92,11.72,9.96,1.24,1.0,1.4,1.24,0.04,0.12,0.08,0.0,2.0,2.0,1.5,1.5,17.0,8.0,5.5,5.5,5.0,5.0,9.5,10.5,1.0,1.0,0.0,0.0
2021-10-23,Leeds,Wolves,D,1.44,1.32,1.32,0.88,0.64,0.48,0.68,0.32,14.12,12.64,13.04,10.24,5.48,4.28,4.92,3.44,6.04,5.44,4.96,4.96,11.32,10.92,11.52,10.6,1.68,1.32,1.6,1.32,0.04,0.0,0.04,0.0,2.0,1.0,1.0,0.5,16.5,9.0,5.0,4.0,6.0,3.0,14.0,13.0,1.5,1.5,0.0,0.0
2021-10-23,Everton,Watford,A,1.36,1.84,1.4,0.76,0.68,1.0,0.6,0.44,11.76,14.2,12.8,9.68,4.0,4.96,4.2,3.16,5.12,5.76,6.0,4.36,10.04,8.76,10.32,11.88,1.32,1.64,1.64,1.88,0.04,0.0,0.04,0.04,1.5,1.0,1.0,0.0,12.0,11.5,3.5,2.5,5.0,6.5,12.0,12.0,1.5,2.0,0.0,0.0
2021-10-23,Chelsea,Norwich,H,1.72,2.0,0.8,0.28,0.8,1.08,0.36,0.08,14.64,16.0,8.72,9.76,5.6,5.28,2.68,2.72,5.88,7.0,4.4,3.96,11.6,11.28,9.88,9.28,1.2,1.28,1.48,1.8,0.08,0.0,0.08,0.0,1.0,0.0,0.5,0.0,21.5,3.0,6.5,1.0,7.0,3.0,7.0,10.5,1.5,3.0,0.0,0.0
