HomeTeam,AwayTeam,HomeElo,AwayElo,FTR,Date,HomeElo_prev_1,AwayElo_prev_1,HomeFTR_prev_1,AwayFTR_prev_1,HomeElo_prev_2,AwayElo_prev_2,HomeFTR_prev_2,AwayFTR_prev_2,HomeElo_prev_3,AwayElo_prev_3,HomeFTR_prev_3,AwayFTR_prev_3,HomeElo_prev_4,AwayElo_prev_4,HomeFTR_prev_4,AwayFTR_prev_4,HomeElo_prev_5,AwayElo_prev_5,HomeFTR_prev_5,AwayFTR_prev_5
Ipswich,Leicester,1540.471457781426,1520.169543287909,1,2001-01-14,1542.8158481501991,1556.6033574014762,1,1,1545.00093994609,1549.163945511416,0,1,1545.7573899540516,1551.8345732764194,1,1,1550.8921417799381,1541.0936976508858,-1,-1,1513.422098902406,1529.1545510282137,1,-1
Tottenham,Southampton,1486.8708284493182,1490.3053646757628,0,2001-01-20,1472.3369428698447,1503.5530247734596,1,1,1504.3897497607306,1475.4225145811092,0,0,1501.3501666320099,1487.9495270505558,0,1,1498.8259727373709,1483.5212248989592,1,1,1481.1748771122689,1478.7528852893422,1,0
Man United,Aston Villa,1636.6376614469982,1498.464448479556,1,2001-01-20,1618.6952326432431,1528.6871137943797,1,1,1598.2184160947224,1526.303462770884,1,-1,1617.765343792788,1529.462296544521,-1,0,1612.616737403351,1534.788283312109,1,0,1585.0775116720401,1552.899290097937,1,1
Liverpool,Middlesbrough,1553.3935854354893,1466.1916882933108,0,2001-01-20,1525.5158884190894,1448.7962253395553,1,0,1528.5784506030398,1426.0232444211465,1,0,1523.7137529707472,1416.7209457126382,-1,1,1509.259341950142,1427.5462871222144,1,1,1531.699845443197,1449.065503404565,1,1
Leicester,Arsenal,1506.045051151106,1547.7752528985839,0,2001-01-20,1541.4450059751143,1567.659281577958,-1,1,1541.903202223916,1569.7026556713363,1,1,1528.6524513951042,1572.742238800057,1,0,1534.5636018997038,1564.9671890544835,1,1,1542.545590142886,1584.330262944825,0,1
Chelsea,Ipswich,1514.1900825784887,1554.5959499182288,1,2001-01-20,1496.2114890545606,1555.3365466292692,1,1,1482.217524190122,1558.2844024234982,1,1,1487.5856070355946,1531.0751598882787,1,-1,1473.9387620154673,1539.5159534968923,1,-1,1502.8347973796654,1528.3147147192938,0,-1
Derby,Man City,1456.5781641012022,1414.9813610962897,0,2001-01-20,1457.795072909502,1427.1282580136115,1,0,1456.1999042713228,1450.4030434162366,1,1,1441.4455342135486,1446.8892282286222,1,0,1443.7586583489983,1442.511044785923,-1,1,1429.5429569118915,1478.3522384254634,1,1
Coventry,Everton,1427.5011813710423,1439.3691596178683,-1,2001-01-20,1440.669381303,1451.8876487506786,0,1,1421.001283349596,1484.2536618238191,0,1,1415.2441592910584,1499.9047875032625,1,1,1427.1682053868974,1514.1478382107769,0,1,1438.369444164496,1467.0954881504426,-1,-1
Leeds,Newcastle,1493.4004899686367,1509.1237105867092,-1,2001-01-20,1482.1028451712482,1513.300209126937,0,1,1511.6399158372913,1510.6728467946366,-1,1,1494.0081449114489,1512.0314431403563,1,1,1507.8609091155356,1511.2086759030424,1,0,1524.0569628991313,1508.8106986895461,-1,0
Sunderland,Bradford,1586.1497005574938,1401.3358816975517,0,2001-01-21,1558.4614932364975,1386.5903622557921,1,-1,1537.9717397883533,1407.1570642888166,1,1,1545.9385357037368,1418.7493992478926,1,1,1531.6954849962224,1397.1444581205526,1,0,1502.5872054975866,1411.3601595576595,0,1
Charlton,West Ham,1507.3672402582722,1509.723197418091,0,2001-01-22,1489.8691767067057,1533.9588014495534,1,1,1474.6997581752996,1534.957159514123,1,1,1482.1622185679719,1537.3310622975062,0,0,1511.3766573848054,1512.4906359654822,-1,-1,1496.0421681571943,1496.2945821818864,1,-1
Aston Villa,Leeds,1489.1340665802086,1479.0788529327258,-1,2001-01-24,1512.2890975261166,1480.6692715980553,-1,-1,1540.6707621853566,1497.2726164228186,-1,1,1529.8172779584984,1510.704076788405,0,1,1530.2850637818349,1525.3044204001171,0,1,1539.8585996308218,1525.0131822823344,1,0
Arsenal,Bradford,1545.982229165158,1408.6387861632222,1,2001-01-30,1549.355830154249,1401.3358816975517,0,0,1568.093777863577,1386.5903622557921,0,-1,1552.9354264372153,1407.1570642888166,1,1,1559.7913074952614,1418.7493992478926,1,1,1547.523677769902,1397.1444581205526,1,0
Charlton,Derby,1507.4689535462132,1454.7908176226144,1,2001-01-30,1507.3672402582722,1472.5400534817647,0,1,1489.8691767067057,1472.0511203137382,1,1,1474.6997581752996,1473.5326075104572,1,0,1482.1622185679719,1455.0447250870432,0,1,1511.3766573848054,1435.2277431953837,-1,-1
Sunderland,Man United,1578.8467960918233,1645.9680433463457,-1,2001-01-31,1586.1497005574938,1630.1077182015524,0,-1,1558.4614932364975,1623.4855269631075,1,0,1537.9717397883533,1611.5018785721306,1,-1,1545.9385357037368,1623.5536342289274,1,0,1531.6954849962224,1604.0858222497363,1,-1
West Ham,Tottenham,1509.62148413015,1487.019104467891,0,2001-01-31,1522.5463158912441,1489.0973198887705,-1,0,1520.2570043365629,1484.8576413489147,1,1,1537.6860437114835,1501.0626287629907,0,1,1526.8607023019074,1505.16004728851,1,0,1481.427341590998,1516.0969441140865,1,1
Man City,Liverpool,1416.7687075748775,1549.7058886277982,0,2001-01-31,1427.7125794668711,1539.5689363889287,-1,-1,1440.5871024149073,1545.3456798371608,-1,1,1439.1056152181884,1509.0315229049743,0,-1,1428.8641997657958,1525.5810775342595,1,1,1453.887233068969,1543.2321731593615,-1,1
Southampton,Leicester,1490.15708865719,1507.8380748845318,1,2001-01-31,1489.4999768036203,1520.169543287909,0,1,1489.2969773692234,1556.6033574014762,1,1,1473.0919899551475,1549.163945511416,1,1,1471.2535951735997,1551.8345732764194,1,1,1497.8912912353844,1541.0936976508858,-1,-1
Leeds,Coventry,1494.5128502379027,1413.01336398642,1,2001-01-31,1493.4004899686367,1440.0850598497402,-1,1,1482.1028451712482,1440.2854498055974,0,0,1511.6399158372913,1423.3318079755577,-1,-1,1494.0081449114489,1435.7556534073701,1,1,1507.8609091155356,1431.6714249171714,1,1
Everton,Middlesbrough,1453.8569770024906,1469.8793851010018,0,2001-01-31,1437.142668178416,1466.1916882933108,0,0,1468.8412905807184,1448.7962253395553,-1,0,1481.879759040436,1426.0232444211465,0,0,1499.630072690987,1416.7209457126382,1,1,1480.2669988006453,1427.5462871222144,1,1
Chelsea,Newcastle,1530.9267217480458,1523.4453476226201,1,2001-01-31,1514.1900825784887,1509.1237105867092,1,-1,1496.2114890545606,1513.300209126937,1,1,1482.217524190122,1510.6728467946366,1,1,1487.5856070355946,1512.0314431403563,1,1,1473.9387620154673,1511.2086759030424,1,0
Tottenham,Charlton,1487.993553359898,1520.2119244510104,0,2001-02-03,1486.8708284493182,1508.1726281304148,0,0,1472.3369428698447,1476.4103323054098,1,-1,1504.3897497607306,1490.1121294184004,0,1,1501.3501666320099,1487.9505090041114,0,1,1498.8259727373709,1496.616629588577,1,1
Middlesbrough,Man City,1469.1881320983618,1422.24346847187,0,2001-02-03,1450.2297989127483,1414.9813610962897,1,0,1449.1801568369578,1427.1282580136115,0,0,1429.3503654188864,1450.4030434162366,1,1,1407.0559707021794,1446.8892282286222,1,0,1428.9140819669412,1442.511044785923,0,1
Man United,Everton,1658.105707767096,1454.5482300051306,1,2001-02-03,1636.6376614469982,1439.3691596178683,1,-1,1618.6952326432431,1451.8876487506786,1,1,1598.2184160947224,1484.2536618238191,1,1,1617.765343792788,1499.9047875032625,-1,1,1612.616737403351,1514.1478382107769,1,1
Leicester,Chelsea,1492.0753836368247,1545.6037747756468,1,2001-02-03,1506.045051151106,1512.6095053228237,0,0,1541.4450059751143,1494.0263972586697,-1,0,1541.903202223916,1501.1847979090892,1,1,1528.6524513951042,1488.4565275352572,1,1,1534.5636018997038,1503.7910167628684,1,1
Liverpool,West Ham,1544.2311277308056,1508.6470352381432,1,2001-02-03,1553.3935854354893,1509.723197418091,0,0,1525.5158884190894,1533.9588014495534,1,1,1528.5784506030398,1534.957159514123,1,1,1523.7137529707472,1537.3310622975062,-1,0,1509.259341950142,1512.4906359654822,1,-1
Derby,Sunderland,1442.0478467178173,1566.709131671073,1,2001-02-03,1456.5781641012022,1573.3265820843408,0,-1,1457.795072909502,1558.0269969508784,1,0,1456.1999042713228,1549.2691679864015,1,-1,1441.4455342135486,1555.6035107141956,1,1,1443.7586583489983,1516.935457199994,-1,-1
Coventry,Arsenal,1401.468831738826,1555.3433448047763,-1,2001-02-03,1427.5011813710423,1547.7752528985839,-1,0,1440.669381303,1567.659281577958,0,1,1421.001283349596,1569.7026556713363,0,1,1415.2441592910584,1572.742238800057,1,0,1427.1682053868974,1564.9671890544835,0,1
Bradford,Aston Villa,1399.277670523604,1473.7000692750316,-1,2001-02-03,1407.8658249429975,1498.464448479556,-1,1,1395.348191220269,1528.6871137943797,-1,1,1414.9395185913925,1526.303462770884,0,-1,1398.5122529652795,1529.462296544521,1,0,1424.5316702078621,1534.788283312109,-1,0
Ipswich,Leeds,1537.8593107486718,1506.0573824854966,-1,2001-02-03,1540.471457781426,1479.0788529327258,1,-1,1542.8158481501991,1480.6692715980553,1,-1,1545.00093994609,1497.2726164228186,0,1,1545.7573899540516,1510.704076788405,1,1,1550.8921417799381,1525.3044204001171,-1,1
Everton,Leeds,1447.452179685994,1522.4265604154753,0,2001-02-07,1453.8569770024906,1506.0573824854966,0,-1,1437.142668178416,1479.0788529327258,0,-1,1468.8412905807184,1480.6692715980553,-1,-1,1481.879759040436,1497.2726164228186,0,1,1499.630072690987,1510.704076788405,1,1
Man City,Tottenham,1424.257987880216,1489.3805588137668,-1,2001-02-10,1416.7687075748775,1487.019104467891,0,0,1427.7125794668711,1489.0973198887705,-1,0,1440.5871024149073,1484.8576413489147,-1,1,1439.1056152181884,1501.0626287629907,0,1,1428.8641997657958,1505.16004728851,1,0
Sunderland,Liverpool,1546.5467294485218,1557.7001882572838,0,2001-02-10,1578.8467960918233,1549.7058886277982,-1,0,1586.1497005574938,1539.5689363889287,0,-1,1558.4614932364975,1545.3456798371608,1,1,1537.9717397883533,1509.0315229049743,1,-1,1545.9385357037368,1525.5810775342595,1,1
Southampton,Bradford,1505.919779904897,1387.4424866567053,1,2001-02-10,1490.15708865719,1408.6387861632222,1,1,1489.4999768036203,1401.3358816975517,0,0,1489.2969773692234,1386.5903622557921,1,-1,1473.0919899551475,1407.1570642888166,1,1,1471.2535951735997,1418.7493992478926,1,1
Everton,Leicester,1450.639758291852,1509.3682768134474,1,2001-02-10,1447.452179685994,1507.8380748845318,0,1,1453.8569770024906,1520.169543287909,0,1,1437.142668178416,1556.6033574014762,0,1,1468.8412905807184,1549.163945511416,-1,1,1481.879759040436,1551.8345732764194,0,1
Chelsea,Man United,1528.310881599024,1665.2017580862325,0,2001-02-10,1530.9267217480458,1645.9680433463457,1,-1,1514.1900825784887,1630.1077182015524,1,-1,1496.2114890545606,1623.4855269631075,1,0,1482.217524190122,1611.5018785721306,1,-1,1487.5856070355946,1623.5536342289274,1,0
Aston Villa,Middlesbrough,1485.5352531419303,1467.173612690016,0,2001-02-10,1489.1340665802086,1469.8793851010018,-1,0,1512.2890975261166,1466.1916882933108,-1,0,1540.6707621853566,1448.7962253395553,-1,0,1529.8172779584984,1426.0232444211465,0,0,1530.2850637818349,1416.7209457126382,0,1
Arsenal,Ipswich,1564.1028324689426,1521.4901328186932,1,2001-02-10,1545.982229165158,1554.5959499182288,1,1,1549.355830154249,1555.3365466292692,0,1,1568.093777863577,1558.2844024234982,0,1,1552.9354264372153,1531.0751598882787,1,-1,1559.7913074952614,1539.5159534968923,1,-1
Leeds,Derby,1519.2389818096171,1462.2102489403685,0,2001-02-10,1494.5128502379027,1454.7908176226144,1,1,1493.4004899686367,1472.5400534817647,-1,1,1482.1028451712482,1472.0511203137382,0,1,1511.6399158372913,1473.5326075104572,-1,0,1494.0081449114489,1455.0447250870432,1,1
Charlton,Newcastle,1518.8249189971416,1508.7682945950191,1,2001-02-11,1507.4689535462132,1523.4453476226201,1,1,1507.3672402582722,1509.1237105867092,0,-1,1489.8691767067057,1513.300209126937,1,1,1474.6997581752996,1510.6728467946366,1,1,1482.1622185679719,1512.0314431403563,0,1
West Ham,Coventry,1495.177974711665,1392.7093440746598,0,2001-02-12,1509.62148413015,1413.01336398642,0,1,1522.5463158912441,1440.0850598497402,-1,1,1520.2570043365629,1440.2854498055974,1,0,1537.6860437114835,1423.3318079755577,0,-1,1526.8607023019074,1435.7556534073701,1,1
Newcastle,Man City,1494.2023527563758,1412.0370852966278,-1,2001-02-24,1496.5398321080113,1422.24346847187,1,0,1508.5099148070726,1414.9813610962897,0,0,1493.3401435555022,1427.1282580136115,1,0,1499.0805118355606,1450.4030434162366,1,1,1494.8869403189249,1446.8892282286222,1,0
Bradford,West Ham,1377.368102306217,1490.8780056946025,-1,2001-02-24,1399.277670523604,1508.6470352381432,-1,1,1407.8658249429975,1509.723197418091,-1,0,1395.348191220269,1533.9588014495534,-1,1,1414.9395185913925,1534.957159514123,0,1,1398.5122529652795,1537.3310622975062,1,0
Coventry,Charlton,1397.0093130917223,1533.390860835785,0,2001-02-24,1401.468831738826,1520.2119244510104,-1,0,1427.5011813710423,1508.1726281304148,-1,0,1440.669381303,1476.4103323054098,0,-1,1421.001283349596,1490.1121294184004,0,1,1415.2441592910584,1487.9505090041114,1,1
Derby,Aston Villa,1464.6505009744626,1484.7432546188456,1,2001-02-24,1442.0478467178173,1473.7000692750316,1,-1,1456.5781641012022,1498.464448479556,0,1,1457.795072909502,1528.6871137943797,1,1,1456.1999042713228,1526.303462770884,1,-1,1441.4455342135486,1529.462296544521,1,0
Ipswich,Everton,1508.3207011665338,1468.1513963673558,1,2001-02-24,1537.8593107486718,1454.5482300051306,-1,1,1540.471457781426,1439.3691596178683,1,-1,1542.8158481501991,1451.8876487506786,1,1,1545.00093994609,1484.2536618238191,0,1,1545.7573899540516,1499.9047875032625,1,1
Leicester,Sunderland,1491.8566387379437,1547.0280976261115,1,2001-02-24,1492.0753836368247,1566.709131671073,1,1,1506.045051151106,1573.3265820843408,0,-1,1541.4450059751143,1558.0269969508784,-1,0,1541.903202223916,1549.2691679864015,1,-1,1528.6524513951042,1555.6035107141956,1,1
Middlesbrough,Southampton,1467.9656112131006,1515.9941642553854,-1,2001-02-24,1469.1881320983618,1490.3053646757628,0,0,1450.2297989127483,1503.5530247734596,1,1,1449.1801568369578,1475.4225145811092,0,0,1429.3503654188864,1487.9495270505558,1,1,1407.0559707021794,1483.5212248989592,1,1
Tottenham,Leeds,1501.601461397355,1516.798729775523,-1,2001-02-24,1487.993553359898,1522.4265604154753,0,0,1486.8708284493182,1506.0573824854966,0,-1,1472.3369428698447,1479.0788529327258,1,-1,1504.3897497607306,1480.6692715980553,0,-1,1501.3501666320099,1497.2726164228186,0,1
Man United,Arsenal,1659.579659568919,1577.272264121102,1,2001-02-25,1658.105707767096,1555.3433448047763,1,-1,1636.6376614469982,1547.7752528985839,1,0,1618.6952326432431,1567.659281577958,1,1,1598.2184160947224,1569.7026556713363,1,1,1617.765343792788,1572.742238800057,-1,0
Man City,Southampton,1430.519759705267,1528.9337130113925,-1,2001-03-03,1424.257987880216,1515.9941642553854,-1,-1,1416.7687075748775,1490.3053646757628,0,0,1427.7125794668711,1503.5530247734596,-1,1,1440.5871024149073,1475.4225145811092,-1,0,1439.1056152181884,1487.9495270505558,0,1
Leicester,Liverpool,1509.2187607750982,1557.218820079694,1,2001-03-03,1491.8566387379437,1557.7001882572838,1,0,1492.0753836368247,1549.7058886277982,1,0,1506.045051151106,1539.5689363889287,0,-1,1541.4450059751143,1545.3456798371608,-1,1,1541.903202223916,1509.0315229049743,1,-1
Middlesbrough,Charlton,1455.0260624570935,1527.7876731023155,0,2001-03-03,1467.9656112131006,1533.390860835785,-1,0,1469.1881320983618,1520.2119244510104,0,0,1450.2297989127483,1508.1726281304148,1,0,1449.1801568369578,1476.4103323054098,0,-1,1429.3503654188864,1490.1121294184004,1,1
Leeds,Man United,1531.1430290877456,1671.0911803338647,0,2001-03-03,1519.2389818096171,1665.2017580862325,0,0,1494.5128502379027,1645.9680433463457,1,-1,1493.4004899686367,1630.1077182015524,-1,-1,1482.1028451712482,1623.4855269631075,0,0,1511.6399158372913,1611.5018785721306,-1,-1
Coventry,Chelsea,1402.6125008251918,1533.9329801163376,0,2001-03-03,1397.0093130917223,1545.6037747756468,0,1,1401.468831738826,1512.6095053228237,-1,0,1427.5011813710423,1494.0263972586697,-1,0,1440.669381303,1501.1847979090892,0,1,1421.001283349596,1488.4565275352572,0,1
Derby,Tottenham,1480.5170090862098,1487.2571620851324,1,2001-03-03,1464.6505009744626,1489.3805588137668,1,-1,1442.0478467178173,1487.019104467891,1,0,1456.5781641012022,1489.0973198887705,0,0,1457.795072909502,1484.8576413489147,1,1,1456.1999042713228,1501.0626287629907,1,1
Everton,Newcastle,1454.8779584170165,1475.7196783477366,0,2001-03-03,1450.639758291852,1508.7682945950191,1,1,1447.452179685994,1523.4453476226201,0,1,1453.8569770024906,1509.1237105867092,0,-1,1437.142668178416,1513.300209126937,0,1,1468.8412905807184,1510.6728467946366,-1,1
Arsenal,West Ham,1565.7607433561561,1501.144613765901,1,2001-03-03,1564.1028324689426,1490.8780056946025,1,-1,1545.982229165158,1508.6470352381432,1,1,1549.355830154249,1509.723197418091,0,0,1568.093777863577,1533.9588014495534,0,1,1552.9354264372153,1534.957159514123,1,1
Ipswich,Bradford,1521.594139116873,1367.1014942349184,1,2001-03-04,1508.3207011665338,1387.4424866567053,1,1,1537.8593107486718,1408.6387861632222,-1,1,1540.471457781426,1401.3358816975517,1,0,1542.8158481501991,1386.5903622557921,1,-1,1545.00093994609,1407.1570642888166,0,1
Sunderland,Aston Villa,1529.665975588957,1468.8767465070985,0,2001-03-05,1546.5467294485218,1484.7432546188456,0,1,1578.8467960918233,1473.7000692750316,-1,-1,1586.1497005574938,1498.464448479556,0,1,1558.4614932364975,1528.6871137943797,1,1,1537.9717397883533,1526.303462770884,1,-1
West Ham,Chelsea,1488.902591198445,1528.5188222236702,-1,2001-03-07,1495.177974711665,1533.9329801163376,0,0,1509.62148413015,1545.6037747756468,0,1,1522.5463158912441,1512.6095053228237,-1,0,1520.2570043365629,1494.0263972586697,1,0,1537.6860437114835,1501.1847979090892,0,1
Aston Villa,Ipswich,1471.4747714054638,1530.331575316414,1,2001-03-10,1485.5352531419303,1521.4901328186932,0,1,1489.1340665802086,1554.5959499182288,-1,1,1512.2890975261166,1555.3365466292692,-1,1,1540.6707621853566,1558.2844024234982,-1,1,1529.8172779584984,1531.0751598882787,0,-1
West Ham,Ipswich,1475.6055871959475,1512.8145543321436,-1,2001-03-17,1488.902591198445,1530.331575316414,-1,1,1495.177974711665,1521.4901328186932,0,1,1509.62148413015,1554.5959499182288,0,1,1522.5463158912441,1555.3365466292692,-1,1,1520.2570043365629,1558.2844024234982,1,1
Tottenham,Coventry,1471.9662027883542,1408.0266587178592,1,2001-03-17,1501.601461397355,1392.7093440746598,-1,0,1487.993553359898,1413.01336398642,0,1,1486.8708284493182,1440.0850598497402,0,1,1472.3369428698447,1440.2854498055974,1,0,1504.3897497607306,1423.3318079755577,0,-1
Southampton,Everton,1539.7949450784076,1455.7766900348613,1,2001-03-17,1505.919779904897,1468.1513963673558,1,1,1490.15708865719,1454.5482300051306,1,1,1489.4999768036203,1439.3691596178683,0,-1,1489.2969773692234,1451.8876487506786,1,1,1473.0919899551475,1484.2536618238191,1,1
Newcastle,Middlesbrough,1474.8209467298918,1458.1222998344128,-1,2001-03-17,1494.2023527563758,1467.173612690016,-1,0,1496.5398321080113,1469.8793851010018,1,0,1508.5099148070726,1466.1916882933108,0,0,1493.3401435555022,1448.7962253395553,1,0,1499.0805118355606,1426.0232444211465,1,0
Man United,Leicester,1665.356006903389,1526.2780050437389,1,2001-03-17,1659.579659568919,1509.3682768134474,1,1,1658.105707767096,1507.8380748845318,1,1,1636.6376614469982,1520.169543287909,1,1,1618.6952326432431,1556.6033574014762,1,1,1598.2184160947224,1549.163945511416,1,1
Chelsea,Sunderland,1541.8158262261677,1527.0679506905917,-1,2001-03-17,1528.310881599024,1547.0280976261115,0,1,1530.9267217480458,1566.709131671073,1,1,1514.1900825784887,1573.3265820843408,1,-1,1496.2114890545606,1558.0269969508784,1,0,1482.217524190122,1549.2691679864015,1,-1
Charlton,Leeds,1524.6914357249962,1536.8782025182213,-1,2001-03-17,1518.8249189971416,1516.798729775523,1,-1,1507.4689535462132,1522.4265604154753,1,0,1507.3672402582722,1506.0573824854966,0,-1,1489.8691767067057,1479.0788529327258,1,-1,1474.6997581752996,1480.6692715980553,1,-1
Bradford,Man City,1358.3640580353774,1419.6585276382518,0,2001-03-17,1377.368102306217,1412.0370852966278,-1,-1,1399.277670523604,1422.24346847187,-1,0,1407.8658249429975,1414.9813610962897,-1,0,1395.348191220269,1427.1282580136115,-1,0,1414.9395185913925,1450.4030434162366,0,1
Aston Villa,Arsenal,1488.9917923897342,1578.0027659236123,0,2001-03-18,1471.4747714054638,1577.272264121102,1,1,1485.5352531419303,1555.3433448047763,0,-1,1489.1340665802086,1547.7752528985839,-1,0,1512.2890975261166,1567.659281577958,-1,1,1540.6707621853566,1569.7026556713363,-1,1
Liverpool,Derby,1540.1595758110534,1495.807968382988,0,2001-03-18,1544.2311277308056,1462.2102489403685,1,0,1553.3935854354893,1454.7908176226144,0,1,1525.5158884190894,1472.5400534817647,1,1,1528.5784506030398,1472.0511203137382,1,1,1523.7137529707472,1473.5326075104572,-1,0
West Ham,Everton,1462.2059137684505,1444.3349574902973,-1,2001-03-31,1475.6055871959475,1455.7766900348613,-1,1,1488.902591198445,1468.1513963673558,-1,1,1495.177974711665,1454.5482300051306,0,1,1509.62148413015,1439.3691596178683,0,-1,1522.5463158912441,1451.8876487506786,-1,1
Sunderland,Leeds,1542.7042855197744,1551.3522731762264,-1,2001-03-31,1529.665975588957,1536.8782025182213,0,-1,1546.5467294485218,1516.798729775523,0,-1,1578.8467960918233,1522.4265604154753,-1,0,1586.1497005574938,1506.0573824854966,0,-1,1558.4614932364975,1479.0788529327258,1,-1
Man City,Aston Villa,1417.0393494596944,1492.7527781739273,-1,2001-03-31,1430.519759705267,1468.8767465070985,-1,0,1424.257987880216,1484.7432546188456,-1,1,1416.7687075748775,1473.7000692750316,0,-1,1427.7125794668711,1498.464448479556,-1,1,1440.5871024149073,1528.6871137943797,-1,1
Liverpool,Man United,1538.2550966470092,1674.652939634641,1,2001-03-31,1540.1595758110534,1671.0911803338647,0,0,1544.2311277308056,1665.2017580862325,1,0,1553.3935854354893,1645.9680433463457,0,-1,1525.5158884190894,1630.1077182015524,1,-1,1528.5784506030398,1623.4855269631075,1,0
Arsenal,Tottenham,1574.2417801394192,1484.236458470754,1,2001-03-31,1565.7607433561561,1487.2571620851324,1,1,1564.1028324689426,1489.3805588137668,1,-1,1545.982229165158,1487.019104467891,1,0,1549.355830154249,1489.0973198887705,0,0,1568.093777863577,1484.8576413489147,0,1
Chelsea,Middlesbrough,1526.179491396985,1473.8426837606835,1,2001-03-31,1541.8158262261677,1458.1222998344128,-1,-1,1528.310881599024,1467.173612690016,0,0,1530.9267217480458,1469.8793851010018,1,0,1514.1900825784887,1466.1916882933108,1,0,1496.2114890545606,1448.7962253395553,1,0
Bradford,Newcastle,1360.9832362139348,1459.1005628036212,0,2001-03-31,1358.3640580353774,1475.7196783477366,0,0,1377.368102306217,1508.7682945950191,-1,1,1399.277670523604,1523.4453476226201,-1,1,1407.8658249429975,1509.1237105867092,-1,-1,1395.348191220269,1513.300209126937,-1,1
Coventry,Derby,1395.7564030354592,1497.7124475470323,1,2001-03-31,1402.6125008251918,1495.807968382988,0,0,1397.0093130917223,1462.2102489403685,0,0,1401.468831738826,1454.7908176226144,-1,1,1427.5011813710423,1472.5400534817647,-1,1,1440.669381303,1472.0511203137382,0,1
Charlton,Leicester,1510.217365066991,1516.981072312487,1,2001-04-01,1524.6914357249962,1526.2780050437389,-1,1,1518.8249189971416,1509.3682768134474,1,1,1507.4689535462132,1507.8380748845318,1,1,1507.3672402582722,1520.169543287909,0,1,1489.8691767067057,1556.6033574014762,1,1
Southampton,Ipswich,1551.2366776229717,1526.2142277596406,-1,2001-04-02,1539.7949450784076,1512.8145543321436,1,-1,1505.919779904897,1530.331575316414,1,1,1490.15708865719,1521.4901328186932,1,1,1489.4999768036203,1554.5959499182288,0,1,1489.2969773692234,1555.3365466292692,1,1
Aston Villa,Leicester,1504.5347469966955,1501.689096481098,1,2001-04-04,1488.9917923897342,1516.981072312487,0,1,1471.4747714054638,1526.2780050437389,1,1,1485.5352531419303,1509.3682768134474,0,1,1489.1340665802086,1507.8380748845318,-1,1,1512.2890975261166,1520.169543287909,-1,1
Aston Villa,West Ham,1519.411893135261,1446.4350422865643,0,2001-04-07,1504.5347469966955,1501.144613765901,1,1,1488.9917923897342,1490.8780056946025,0,-1,1471.4747714054638,1508.6470352381432,1,1,1485.5352531419303,1509.723197418091,0,0,1489.1340665802086,1533.9588014495534,-1,1
Derby,Chelsea,1478.4327986531034,1538.9368671110108,-1,2001-04-07,1480.5170090862098,1528.5188222236702,1,-1,1464.6505009744626,1533.9329801163376,1,0,1442.0478467178173,1545.6037747756468,1,1,1456.5781641012022,1512.6095053228237,0,0,1457.795072909502,1494.0263972586697,1,0
Leeds,Southampton,1565.9789866239385,1535.158235581675,1,2001-04-07,1531.1430290877456,1528.9337130113925,0,-1,1519.2389818096171,1515.9941642553854,0,-1,1494.5128502379027,1490.3053646757628,1,0,1493.4004899686367,1503.5530247734596,-1,1,1482.1028451712482,1475.4225145811092,0,0
Leicester,Coventry,1486.8119503425326,1415.0360519293881,-1,2001-04-07,1509.2187607750982,1408.0266587178592,1,1,1491.8566387379437,1392.7093440746598,1,0,1492.0753836368247,1413.01336398642,1,1,1506.045051151106,1440.0850598497402,0,1,1541.4450059751143,1440.2854498055974,-1,0
Everton,Man City,1460.1058289721834,1405.2573806369262,1,2001-04-08,1454.8779584170165,1419.6585276382518,0,0,1450.639758291852,1412.0370852966278,1,-1,1447.452179685994,1422.24346847187,0,0,1453.8569770024906,1414.9813610962897,0,0,1437.142668178416,1427.1282580136115,0,0
Middlesbrough,Sunderland,1461.0853080466577,1528.0775720720624,0,2001-04-09,1455.0260624570935,1527.0679506905917,0,-1,1467.9656112131006,1547.0280976261115,-1,1,1469.1881320983618,1566.709131671073,0,1,1450.2297989127483,1573.3265820843408,1,-1,1449.1801568369578,1558.0269969508784,0,0
Tottenham,Bradford,1473.0376459221197,1365.1101699173769,1,2001-04-10,1471.9662027883542,1367.1014942349184,1,1,1501.601461397355,1387.4424866567053,-1,1,1487.993553359898,1408.6387861632222,0,1,1486.8708284493182,1401.3358816975517,0,0,1472.3369428698447,1386.5903622557921,1,-1
Ipswich,Liverpool,1542.2926698009373,1558.8588897250613,0,2001-04-10,1521.594139116873,1557.218820079694,1,1,1508.3207011665338,1557.7001882572838,1,0,1537.8593107486718,1549.7058886277982,-1,0,1540.471457781426,1539.5689363889287,1,-1,1542.8158481501991,1545.3456798371608,1,1
Man United,Charlton,1654.0491465565888,1525.50934089838,1,2001-04-10,1665.356006903389,1527.7876731023155,1,0,1659.579659568919,1533.390860835785,1,0,1658.105707767096,1520.2119244510104,1,0,1636.6376614469982,1508.1726281304148,1,0,1618.6952326432431,1476.4103323054098,1,-1
Man City,Arsenal,1392.6059010246329,1585.4405926880536,-1,2001-04-11,1417.0393494596944,1578.0027659236123,-1,0,1430.519759705267,1577.272264121102,-1,1,1424.257987880216,1555.3433448047763,-1,-1,1416.7687075748775,1547.7752528985839,0,0,1427.7125794668711,1567.659281577958,-1,1
