HomeTeam,AwayTeam,HomeElo,AwayElo,FTR,Date,HomeElo_prev_1,AwayElo_prev_1,HomeFTR_prev_1,AwayFTR_prev_1,HomeElo_prev_2,AwayElo_prev_2,HomeFTR_prev_2,AwayFTR_prev_2,HomeElo_prev_3,AwayElo_prev_3,HomeFTR_prev_3,AwayFTR_prev_3,HomeElo_prev_4,AwayElo_prev_4,HomeFTR_prev_4,AwayFTR_prev_4,HomeElo_prev_5,AwayElo_prev_5,HomeFTR_prev_5,AwayFTR_prev_5
West Brom,Norwich,1516.0985272454686,1512.3248546538364,-1,2012-01-14,1537.3397011418347,1498.5678889978028,-1,-1,1528.3178442136689,1505.6143881748483,0,0,1514.457490149552,1502.6105700503351,-1,0,1522.7080529317918,1487.4406520919556,-1,1,1510.0418009186233,1489.7590190347655,1,1
Man United,Bolton,1761.9683690912577,1440.9151792906362,1,2012-01-14,1812.2582195416771,1419.0137790560477,-1,-1,1808.2615766202814,1409.3252410892328,1,-1,1794.005937564539,1419.3894921301762,1,1,1794.5837268880791,1434.05533400201,0,1,1784.7405220963449,1455.5440595445584,1,1
Liverpool,Stoke,1646.622352315925,1560.0850615460065,0,2012-01-14,1646.2893341033582,1548.574175619286,1,-1,1654.8091202759558,1558.9365247548621,0,1,1641.1575557175756,1547.1738497893207,1,-1,1656.6854678398652,1505.5338789987818,0,-1,1645.0507848675093,1524.9364852717708,0,1
Tottenham,Wolves,1716.7813901252919,1460.3273671394754,0,2012-01-14,1707.425651004541,1469.4798763945585,1,0,1699.4109391693064,1461.2199553055461,1,0,1699.9147209067419,1475.1187874896889,0,1,1693.2110872343544,1466.2312185918245,1,1,1710.645296645355,1476.72173750587,1,1
Blackburn,Fulham,1454.7403489394896,1567.1616110497805,1,2012-01-14,1466.25123486621,1549.1047698382908,-1,0,1447.5136246405957,1542.561437330394,-1,0,1460.9791505230594,1555.8735419149966,-1,1,1459.538889596768,1530.1370437703754,1,0,1482.5079134086175,1531.8223066125956,-1,0
Chelsea,Sunderland,1684.232178763727,1528.5013135208478,1,2012-01-14,1698.463556690639,1514.9170843421828,-1,-1,1705.0068891985359,1470.1162883366012,0,-1,1696.3398570644351,1476.8199220089887,1,1,1677.140959777882,1476.9082240788996,1,1,1694.5034623468641,1497.439861811936,-1,1
Aston Villa,Everton,1551.3024787414292,1560.5814177626837,0,2012-01-14,1568.9405351536923,1569.9371568834347,-1,1,1558.123947745605,1578.6120950568916,-1,-1,1569.6926051634514,1582.6789628915565,-1,0,1566.6727259004065,1584.6807903948911,-1,1,1567.9937953502078,1594.9917552362876,1,-1
Newcastle,QPR,1587.948500233119,1455.9531195416002,1,2012-01-15,1564.5185912309541,1477.2074502710736,1,1,1585.5411400010905,1476.1726887531513,-1,0,1588.917723016282,1506.0620546367181,0,1,1621.4906954363742,1522.92526748385,-1,1,1609.2084235160542,1508.0025863074382,1,-1
Swansea,Arsenal,1524.8330036156228,1655.3157311877744,1,2012-01-15,1499.1435866969646,1675.6347016314842,0,1,1500.178348214887,1665.9068733058743,0,-1,1491.6017341641402,1677.7938353234167,1,1,1506.004437910605,1659.1543843734253,0,-1,1511.0299055494334,1656.789582198919,-1,-1
Wigan,Man City,1468.4423429942672,1747.8227193562225,-1,2012-01-16,1482.0265721729322,1760.9120958660667,-1,1,1475.5662013029787,1769.9339527942325,0,0,1466.3686074547738,1769.056378043034,0,1,1455.6549556854977,1768.6563784456416,-1,0,1436.5845899168978,1753.1781100505339,0,-1
Bolton,Liverpool,1436.8324036590839,1642.9616272825192,1,2012-01-21,1416.7547679491877,1658.3181326532617,0,1,1425.9673584844707,1662.1708669325733,-1,0,1428.9830109932482,1650.6022095147268,-1,-1,1442.8778075313899,1661.3589490697468,-1,1,1436.8192573357906,1639.322965270883,1,-1
Everton,Blackburn,1560.1809089804462,1474.4313788962365,0,2012-01-21,1591.8385571180231,1439.3912934179555,-1,-1,1570.1353821249731,1430.8715072453579,1,0,1573.1392002494863,1476.6477410031275,0,1,1603.8142287656674,1473.7837667089586,-1,1,1584.5012363222422,1475.4549690552078,1,0
Norwich,Chelsea,1527.487770789647,1692.9255407597632,0,2012-01-21,1496.3057597655827,1677.338680615504,0,-1,1503.6235909237944,1705.236636809284,-1,0,1482.3671712646815,1714.4342306574888,1,0,1470.1808252153605,1684.0102834299967,1,-1,1478.0807321823168,1687.4505179934545,-1,-1
QPR,Wigan,1446.3926013915116,1463.43736106125,1,2012-01-21,1469.7100851976338,1478.9313050382004,-1,0,1492.121460076887,1482.9279479595962,-1,1,1496.617400839567,1448.557094880911,-1,-1,1505.6654406072548,1438.255792263147,0,-1,1514.0495707161274,1451.1057505105623,-1,1
Stoke,West Brom,1563.7457865794122,1500.935611109658,-1,2012-01-21,1551.6694427540178,1524.1132390807031,0,1,1551.8515384281525,1510.111503458153,0,-1,1524.667317369558,1496.6459775756894,1,-1,1491.2890018865912,1514.8541041790154,1,0,1506.211683063003,1519.7803430638207,-1,1
Sunderland,Swansea,1519.8079515248116,1545.215677587588,1,2012-01-21,1490.1319274950017,1507.1949472033598,1,-1,1486.0650596603368,1512.7219289814702,0,1,1461.1513315289205,1509.3453459662787,1,0,1494.3073875012503,1508.7105855704997,-1,1,1492.62212465903,1505.3020859528071,0,0
Wolves,Aston Villa,1469.747613925107,1551.7029875236667,-1,2012-01-21,1467.2208652876984,1547.8156590785572,-1,-1,1459.2291580544922,1547.6335634044226,0,0,1470.9918330200337,1560.0990863003794,-1,-1,1459.3618949397098,1569.3788735603011,1,0,1462.2005769122054,1579.6720822026566,1,1
Fulham,Newcastle,1547.4705810930336,1597.5090183832076,1,2012-01-21,1546.8426406060707,1576.5473897808577,1,1,1548.1941811538013,1567.3347992455747,-1,-1,1538.129930112858,1609.1611218019357,1,1,1535.6721485628254,1614.339266512807,1,0,1540.999907849478,1623.7705504992255,-1,1
Arsenal,Man United,1634.9330572158092,1766.05114472281,-1,2012-01-22,1668.1373365580444,1785.3982780934225,1,1,1676.3972576470567,1802.6288327968741,0,-1,1666.252245178012,1798.1328920341941,1,-1,1664.6894891658753,1787.432297964512,0,-1,1647.0510400537216,1789.5582592492508,1,-1
Man City,Tottenham,1752.8277012892397,1707.3611433396602,1,2012-01-22,1736.1269390188857,1707.4622996757016,1,0,1762.8489664675228,1700.14446851749,1,-1,1750.9620044499804,1715.717619654117,1,1,1763.98289721576,1702.7913478925786,1,-1,1759.225094459223,1683.3205380133409,1,-1
Wolves,Liverpool,1458.2217137804448,1619.9777878555074,-1,2012-01-31,1469.747613925107,1642.9616272825192,-1,1,1467.2208652876984,1658.3181326532617,-1,1,1459.2291580544922,1662.1708669325733,0,0,1470.9918330200337,1650.6022095147268,-1,-1,1459.3618949397098,1661.3589490697468,1,1
Tottenham,Wigan,1694.3129633703236,1447.7020694286334,1,2012-01-31,1716.7813901252919,1463.43736106125,0,1,1707.425651004541,1478.9313050382004,1,0,1699.4109391693064,1482.9279479595962,1,1,1699.9147209067419,1448.557094880911,0,-1,1693.2110872343544,1438.255792263147,1,-1
Man United,Stoke,1775.6445879982555,1546.0632139793827,1,2012-01-31,1761.9683690912577,1560.0850615460065,1,0,1812.2582195416771,1548.574175619286,-1,-1,1808.2615766202814,1558.9365247548621,1,1,1794.005937564539,1547.1738497893207,1,-1,1794.5837268880791,1505.5338789987818,0,-1
Everton,Man City,1556.5521863200056,1765.8758812585763,1,2012-01-31,1560.1809089804462,1747.8227193562225,0,-1,1591.8385571180231,1760.9120958660667,-1,1,1570.1353821249731,1769.9339527942325,1,0,1573.1392002494863,1769.056378043034,0,1,1603.8142287656674,1768.6563784456416,-1,0
Swansea,Chelsea,1529.120689142189,1686.2779968934155,0,2012-01-31,1524.8330036156228,1692.9255407597632,1,0,1499.1435866969646,1677.338680615504,0,-1,1500.178348214887,1705.236636809284,0,0,1491.6017341641402,1714.4342306574888,1,0,1506.004437910605,1684.0102834299967,0,-1
Aston Villa,QPR,1563.228887668329,1462.127893024128,0,2012-02-01,1551.3024787414292,1455.9531195416002,0,1,1568.9405351536923,1477.2074502710736,-1,1,1558.123947745605,1476.1726887531513,-1,0,1569.6926051634514,1506.0620546367181,-1,1,1566.6727259004065,1522.92526748385,-1,1
Blackburn,Newcastle,1478.0601015566772,1580.3634993149792,-1,2012-02-01,1454.7403489394896,1597.5090183832076,1,1,1466.25123486621,1576.5473897808577,-1,1,1447.5136246405957,1567.3347992455747,-1,-1,1460.9791505230594,1609.1611218019357,-1,1,1459.538889596768,1614.339266512807,1,0
Bolton,Arsenal,1459.8162430860957,1625.3396139403637,0,2012-02-01,1436.8324036590839,1655.3157311877744,1,1,1416.7547679491877,1675.6347016314842,0,1,1425.9673584844707,1665.9068733058743,-1,-1,1428.9830109932482,1677.7938353234167,-1,1,1442.8778075313899,1659.1543843734253,-1,-1
Fulham,West Brom,1564.616100161262,1518.6181837096876,0,2012-02-01,1547.4705810930336,1500.935611109658,1,-1,1546.8426406060707,1524.1132390807031,1,1,1548.1941811538013,1510.111503458153,-1,-1,1538.129930112858,1496.6459775756894,1,-1,1535.6721485628254,1514.8541041790154,1,0
Sunderland,Norwich,1535.9029399702108,1534.1353146559945,1,2012-02-01,1519.8079515248116,1512.3248546538364,1,-1,1490.1319274950017,1498.5678889978028,1,-1,1486.0650596603368,1505.6143881748483,0,0,1461.1513315289205,1502.6105700503351,1,0,1494.3073875012503,1487.4406520919556,-1,1
Arsenal,Blackburn,1618.6891005414047,1467.353522225934,1,2012-02-04,1634.9330572158092,1474.4313788962365,-1,0,1668.1373365580444,1439.3912934179555,1,-1,1676.3972576470567,1430.8715072453579,0,0,1666.252245178012,1476.6477410031275,1,1,1664.6894891658753,1473.7837667089586,0,1
Man City,Fulham,1742.793680773015,1562.6417324646773,1,2012-02-04,1752.8277012892397,1567.1616110497805,1,1,1736.1269390188857,1549.1047698382908,1,0,1762.8489664675228,1542.561437330394,1,0,1750.9620044499804,1555.8735419149966,1,1,1763.98289721576,1530.1370437703754,1,0
Norwich,Bolton,1519.211628516906,1466.4667564850547,1,2012-02-04,1527.487770789647,1440.9151792906362,0,1,1496.3057597655827,1419.0137790560477,0,-1,1503.6235909237944,1409.3252410892328,-1,-1,1482.3671712646815,1419.3894921301762,1,1,1470.1808252153605,1434.05533400201,1,1
QPR,Wolves,1466.373607673217,1449.7409261737826,-1,2012-02-04,1446.3926013915116,1460.3273671394754,1,0,1469.7100851976338,1469.4798763945585,-1,0,1492.121460076887,1461.2199553055461,-1,0,1496.617400839567,1475.1187874896889,-1,1,1505.6654406072548,1466.2312185918245,0,1
Stoke,Sunderland,1539.7465308597114,1550.8266261092992,-1,2012-02-04,1563.7457865794122,1528.5013135208478,-1,1,1551.6694427540178,1514.9170843421828,0,-1,1551.8515384281525,1470.1162883366012,0,-1,1524.667317369558,1476.8199220089887,1,1,1491.2890018865912,1476.9082240788996,1,1
West Brom,Swansea,1520.5925514062724,1535.477937566647,-1,2012-02-04,1516.0985272454686,1545.215677587588,-1,1,1537.3397011418347,1507.1949472033598,-1,-1,1528.3178442136689,1512.7219289814702,0,1,1514.457490149552,1509.3453459662787,-1,0,1522.7080529317918,1508.7105855704997,-1,1
Wigan,Everton,1441.8603706725046,1579.634386805567,0,2012-02-04,1468.4423429942672,1560.5814177626837,-1,0,1482.0265721729322,1569.9371568834347,-1,1,1475.5662013029787,1578.6120950568916,0,-1,1466.3686074547738,1582.6789628915565,0,0,1455.6549556854977,1584.6807903948911,-1,1
Chelsea,Man United,1679.9207484689575,1781.9612711179268,0,2012-02-05,1684.232178763727,1766.05114472281,1,-1,1698.463556690639,1785.3982780934225,-1,1,1705.0068891985359,1802.6288327968741,0,-1,1696.3398570644351,1798.1328920341941,1,-1,1677.140959777882,1787.432297964512,1,-1
Newcastle,Aston Villa,1591.0700786457223,1558.98317301924,1,2012-02-05,1587.948500233119,1551.7029875236667,1,-1,1564.5185912309541,1547.8156590785572,1,-1,1585.5411400010905,1547.6335634044226,-1,0,1588.917723016282,1560.0990863003794,0,-1,1621.4906954363742,1569.3788735603011,-1,0
Liverpool,Tottenham,1628.4585754621696,1700.1546621264524,0,2012-02-06,1646.622352315925,1707.3611433396602,0,1,1646.2893341033582,1707.4622996757016,1,0,1654.8091202759558,1700.14446851749,0,-1,1641.1575557175756,1715.717619654117,1,1,1656.6854678398652,1702.7913478925786,0,-1
Blackburn,QPR,1458.5031177312264,1450.6560651592126,1,2012-02-11,1478.0601015566772,1462.127893024128,-1,0,1454.7403489394896,1455.9531195416002,1,1,1466.25123486621,1477.2074502710736,-1,1,1447.5136246405957,1476.1726887531513,-1,0,1460.9791505230594,1506.0620546367181,-1,1
Bolton,Wigan,1453.726601494894,1447.5152098816307,-1,2012-02-11,1459.8162430860957,1447.7020694286334,0,1,1436.8324036590839,1463.43736106125,1,1,1416.7547679491877,1478.9313050382004,0,0,1425.9673584844707,1482.9279479595962,-1,1,1428.9830109932482,1448.557094880911,-1,-1
Everton,Chelsea,1573.9795475964409,1684.2037474551414,1,2012-02-11,1556.5521863200056,1686.2779968934155,1,0,1560.1809089804462,1692.9255407597632,0,0,1591.8385571180231,1677.338680615504,-1,-1,1570.1353821249731,1705.236636809284,1,0,1573.1392002494863,1714.4342306574888,0,0
Fulham,Stoke,1554.7900747886486,1525.224734918342,1,2012-02-11,1564.616100161262,1546.0632139793827,0,1,1547.4705810930336,1560.0850615460065,1,0,1546.8426406060707,1548.574175619286,1,-1,1548.1941811538013,1558.9365247548621,-1,1,1538.129930112858,1547.1738497893207,1,-1
Man United,Liverpool,1777.678272131743,1631.5107427569021,1,2012-02-11,1775.6445879982555,1619.9777878555074,1,-1,1761.9683690912577,1642.9616272825192,1,1,1812.2582195416771,1658.3181326532617,-1,1,1808.2615766202814,1662.1708669325733,1,0,1794.005937564539,1650.6022095147268,1,-1
Sunderland,Arsenal,1565.3484220506687,1627.5395050361124,-1,2012-02-11,1535.9029399702108,1625.3396139403637,1,0,1519.8079515248116,1655.3157311877744,1,1,1490.1319274950017,1675.6347016314842,1,1,1486.0650596603368,1665.9068733058743,0,-1,1461.1513315289205,1677.7938353234167,1,1
Swansea,Norwich,1549.8356767105724,1531.9517835070667,-1,2012-02-11,1529.120689142189,1534.1353146559945,0,1,1524.8330036156228,1512.3248546538364,1,-1,1499.1435866969646,1498.5678889978028,0,-1,1500.178348214887,1505.6143881748483,0,0,1491.6017341641402,1502.6105700503351,1,0
Tottenham,Newcastle,1697.10249483172,1604.688700679715,1,2012-02-11,1694.3129633703236,1580.3634993149792,1,-1,1716.7813901252919,1597.5090183832076,0,1,1707.425651004541,1576.5473897808577,1,1,1699.4109391693064,1567.3347992455747,1,-1,1699.9147209067419,1609.1611218019357,0,1
Aston Villa,Man City,1545.3645509852472,1750.6453384490437,-1,2012-02-12,1563.228887668329,1765.8758812585763,0,1,1551.3024787414292,1747.8227193562225,0,-1,1568.9405351536923,1760.9120958660667,-1,1,1558.123947745605,1769.9339527942325,-1,0,1569.6926051634514,1769.056378043034,-1,1
Wolves,West Brom,1465.458468687787,1506.2348122623468,-1,2012-02-12,1458.2217137804448,1518.6181837096876,-1,0,1469.747613925107,1500.935611109658,-1,-1,1467.2208652876984,1524.1132390807031,-1,1,1459.2291580544922,1510.111503458153,0,-1,1470.9918330200337,1496.6459775756894,-1,-1
West Brom,Sunderland,1519.4823946965485,1553.0051129152073,1,2012-02-25,1520.5925514062724,1550.8266261092992,-1,-1,1516.0985272454686,1528.5013135208478,-1,1,1537.3397011418347,1514.9170843421828,-1,-1,1528.3178442136689,1470.1162883366012,0,-1,1514.457490149552,1476.8199220089887,-1,1
QPR,Fulham,1435.9947920577667,1568.5167085905814,-1,2012-02-25,1466.373607673217,1562.6417324646773,-1,1,1446.3926013915116,1567.1616110497805,1,1,1469.7100851976338,1549.1047698382908,-1,0,1492.121460076887,1542.561437330394,-1,0,1496.617400839567,1555.8735419149966,-1,1
Wigan,Aston Villa,1462.7833486475854,1538.322103492764,0,2012-02-25,1441.8603706725046,1558.98317301924,0,1,1468.4423429942672,1551.7029875236667,-1,-1,1482.0265721729322,1547.8156590785572,-1,-1,1475.5662013029787,1547.6335634044226,0,0,1466.3686074547738,1560.0990863003794,0,-1
Man City,Blackburn,1757.687785941527,1473.1643908326723,1,2012-02-25,1742.793680773015,1467.353522225934,1,1,1752.8277012892397,1474.4313788962365,1,0,1736.1269390188857,1439.3912934179555,1,-1,1762.8489664675228,1430.8715072453579,1,0,1750.9620044499804,1476.6477410031275,1,1
Chelsea,Bolton,1664.5984636108776,1438.4584627289394,1,2012-02-25,1679.9207484689575,1466.4667564850547,0,1,1684.232178763727,1440.9151792906362,1,1,1698.463556690639,1419.0137790560477,-1,-1,1705.0068891985359,1409.3252410892328,0,-1,1696.3398570644351,1419.3894921301762,1,1
Newcastle,Wolves,1593.587020546804,1452.2108862535854,0,2012-02-25,1591.0700786457223,1449.7409261737826,1,-1,1587.948500233119,1460.3273671394754,1,0,1564.5185912309541,1469.4798763945585,1,0,1585.5411400010905,1461.2199553055461,-1,0,1588.917723016282,1475.1187874896889,0,1
Arsenal,Tottenham,1639.8828141715737,1708.204174964631,1,2012-02-26,1618.6891005414047,1700.1546621264524,1,0,1634.9330572158092,1707.3611433396602,-1,1,1668.1373365580444,1707.4622996757016,1,0,1676.3972576470567,1700.14446851749,0,-1,1666.252245178012,1715.717619654117,1,1
Norwich,Man United,1547.7232120447245,1786.715422313201,-1,2012-02-26,1519.211628516906,1781.9612711179268,1,0,1527.487770789647,1766.05114472281,0,-1,1496.3057597655827,1785.3982780934225,0,1,1503.6235909237944,1802.6288327968741,-1,-1,1482.3671712646815,1798.1328920341941,1,-1
Stoke,Swansea,1511.498101116409,1534.0642481729146,1,2012-02-26,1539.7465308597114,1535.477937566647,-1,-1,1563.7457865794122,1545.215677587588,-1,1,1551.6694427540178,1507.1949472033598,0,-1,1551.8515384281525,1512.7219289814702,0,1,1524.667317369558,1509.3453459662787,1,0
Wigan,Swansea,1465.994184862877,1518.091356977146,-1,2012-03-03,1462.7833486475854,1534.0642481729146,0,1,1441.8603706725046,1535.477937566647,0,-1,1468.4423429942672,1545.215677587588,-1,1,1482.0265721729322,1507.1949472033598,-1,-1,1475.5662013029787,1512.7219289814702,0,1
West Brom,Chelsea,1535.925212219447,1671.0144997149075,1,2012-03-03,1519.4823946965485,1684.2037474551414,1,1,1520.5925514062724,1686.2779968934155,-1,0,1516.0985272454686,1692.9255407597632,-1,0,1537.3397011418347,1677.338680615504,-1,-1,1528.3178442136689,1705.236636809284,0,0
Stoke,Norwich,1527.4709923121777,1541.6724377718178,1,2012-03-03,1511.498101116409,1531.9517835070667,1,-1,1539.7465308597114,1534.1353146559945,-1,1,1563.7457865794122,1512.3248546538364,-1,-1,1551.6694427540178,1498.5678889978028,0,-1,1551.8515384281525,1505.6143881748483,0,0
Man City,Bolton,1762.5705275810205,1432.0424266249095,1,2012-03-03,1757.687785941527,1438.4584627289394,1,1,1742.793680773015,1466.4667564850547,1,1,1752.8277012892397,1440.9151792906362,1,1,1736.1269390188857,1419.0137790560477,1,-1,1762.8489664675228,1409.3252410892328,1,-1
Liverpool,Arsenal,1622.473592575444,1657.7950430537958,-1,2012-03-03,1628.4585754621696,1627.5395050361124,0,-1,1646.622352315925,1625.3396139403637,0,0,1646.2893341033582,1655.3157311877744,1,1,1654.8091202759558,1675.6347016314842,0,1,1641.1575557175756,1665.9068733058743,1,-1
Blackburn,Aston Villa,1468.2816491931787,1535.1112672774723,0,2012-03-03,1458.5031177312264,1538.322103492764,1,0,1478.0601015566772,1558.98317301924,-1,1,1454.7403489394896,1551.7029875236667,1,-1,1466.25123486621,1547.8156590785572,-1,-1,1447.5136246405957,1547.6335634044226,-1,0
QPR,Everton,1426.4540060733748,1593.5848314407046,0,2012-03-03,1435.9947920577667,1579.634386805567,-1,0,1466.373607673217,1560.5814177626837,-1,0,1446.3926013915116,1569.9371568834347,1,1,1469.7100851976338,1578.6120950568916,-1,-1,1492.121460076887,1582.6789628915565,-1,0
Fulham,Wolves,1578.0574945749734,1457.998615172539,1,2012-03-04,1554.7900747886486,1452.2108862535854,1,0,1564.616100161262,1449.7409261737826,0,-1,1547.4705810930336,1460.3273671394754,1,0,1546.8426406060707,1469.4798763945585,1,0,1548.1941811538013,1461.2199553055461,-1,0
Newcastle,Sunderland,1587.7992916278504,1536.5622953923087,0,2012-03-04,1593.587020546804,1553.0051129152073,0,1,1591.0700786457223,1550.8266261092992,1,-1,1587.948500233119,1528.5013135208478,1,1,1564.5185912309541,1514.9170843421828,1,-1,1585.5411400010905,1470.1162883366012,-1,-1
Tottenham,Man United,1690.291946082409,1792.7661965861078,-1,2012-03-04,1697.10249483172,1786.715422313201,1,-1,1694.3129633703236,1781.9612711179268,1,0,1716.7813901252919,1766.05114472281,0,-1,1707.425651004541,1785.3982780934225,1,1,1699.4109391693064,1802.6288327968741,1,-1
Wolves,Blackburn,1447.9850591474435,1471.1318506536927,-1,2012-03-10,1465.458468687787,1473.1643908326723,-1,1,1458.2217137804448,1467.353522225934,-1,1,1469.747613925107,1474.4313788962365,-1,0,1467.2208652876984,1439.3912934179555,-1,-1,1459.2291580544922,1430.8715072453579,0,0
Everton,Tottenham,1586.8786753591194,1679.5921377891507,1,2012-03-10,1573.9795475964409,1708.204174964631,1,1,1556.5521863200056,1700.1546621264524,1,0,1560.1809089804462,1707.3611433396602,0,1,1591.8385571180231,1707.4622996757016,-1,0,1570.1353821249731,1700.14446851749,1,-1
Sunderland,Liverpool,1538.7584765454956,1608.9933101356553,1,2012-03-10,1565.3484220506687,1631.5107427569021,-1,1,1535.9029399702108,1619.9777878555074,1,-1,1519.8079515248116,1642.9616272825192,1,1,1490.1319274950017,1658.3181326532617,1,1,1486.0650596603368,1662.1708669325733,0,0
Bolton,QPR,1428.1482383160321,1433.16016215496,1,2012-03-10,1453.726601494894,1450.6560651592126,-1,1,1459.8162430860957,1462.127893024128,0,0,1436.8324036590839,1455.9531195416002,1,1,1416.7547679491877,1477.2074502710736,0,1,1425.9673584844707,1476.1726887531513,-1,0
Chelsea,Stoke,1650.4593849797764,1543.0837767628736,1,2012-03-10,1664.5984636108776,1525.224734918342,1,1,1679.9207484689575,1546.0632139793827,0,1,1684.232178763727,1560.0850615460065,1,0,1698.463556690639,1548.574175619286,-1,-1,1705.0068891985359,1558.9365247548621,0,1
Aston Villa,Fulham,1532.2610658169583,1588.071050600069,1,2012-03-10,1545.3645509852472,1568.5167085905814,-1,-1,1563.228887668329,1562.6417324646773,0,1,1551.3024787414292,1567.1616110497805,0,1,1568.9405351536923,1549.1047698382908,-1,0,1558.123947745605,1542.561437330394,-1,0
Man United,West Brom,1803.466004879366,1556.4803269545782,1,2012-03-11,1777.678272131743,1506.2348122623468,1,-1,1775.6445879982555,1518.6181837096876,1,0,1761.9683690912577,1500.935611109658,1,-1,1812.2582195416771,1524.1132390807031,-1,1,1808.2615766202814,1510.111503458153,1,-1
Norwich,Wigan,1526.059653321122,1453.2266934692082,0,2012-03-11,1547.7232120447245,1447.5152098816307,-1,-1,1519.211628516906,1447.7020694286334,1,1,1527.487770789647,1463.43736106125,0,1,1496.3057597655827,1478.9313050382004,0,0,1503.6235909237944,1482.9279479595962,-1,1
Swansea,Man City,1530.858848370815,1766.464715889898,1,2012-03-11,1549.8356767105724,1750.6453384490437,-1,-1,1529.120689142189,1765.8758812585763,0,1,1524.8330036156228,1747.8227193562225,1,-1,1499.1435866969646,1760.9120958660667,0,1,1500.178348214887,1769.9339527942325,0,0
Arsenal,Newcastle,1671.2753254935844,1585.6031104746635,1,2012-03-12,1639.8828141715737,1604.688700679715,1,1,1618.6891005414047,1580.3634993149792,1,-1,1634.9330572158092,1597.5090183832076,-1,1,1668.1373365580444,1576.5473897808577,1,1,1676.3972576470567,1567.3347992455747,0,-1
Liverpool,Everton,1591.0016696285486,1605.789056402725,1,2012-03-13,1622.473592575444,1593.5848314407046,-1,0,1628.4585754621696,1579.634386805567,0,0,1646.622352315925,1560.5814177626837,0,0,1646.2893341033582,1569.9371568834347,1,1,1654.8091202759558,1578.6120950568916,0,-1
Fulham,Swansea,1570.682052616989,1554.7133660789311,-1,2012-03-17,1578.0574945749734,1518.091356977146,1,-1,1554.7900747886486,1534.0642481729146,1,1,1564.616100161262,1535.477937566647,0,-1,1547.4705810930336,1545.215677587588,1,1,1546.8426406060707,1507.1949472033598,1,-1
Wigan,West Brom,1456.3258798665313,1550.6487704624017,0,2012-03-17,1465.994184862877,1556.4803269545782,-1,1,1462.7833486475854,1506.2348122623468,0,-1,1441.8603706725046,1518.6181837096876,0,0,1468.4423429942672,1500.935611109658,-1,-1,1482.0265721729322,1524.1132390807031,-1,1
Wolves,Man United,1433.9829105939484,1809.2975613715425,-1,2012-03-18,1447.9850591474435,1792.7661965861078,-1,-1,1465.458468687787,1786.715422313201,-1,-1,1458.2217137804448,1781.9612711179268,-1,0,1469.747613925107,1766.05114472281,-1,-1,1467.2208652876984,1785.3982780934225,-1,1
Newcastle,Norwich,1574.228690352999,1522.9604669237988,1,2012-03-18,1587.7992916278504,1541.6724377718178,0,1,1593.587020546804,1531.9517835070667,0,-1,1591.0700786457223,1534.1353146559945,1,1,1587.948500233119,1512.3248546538364,1,-1,1564.5185912309541,1498.5678889978028,1,-1
Blackburn,Sunderland,1485.1339992071878,1556.7501170526023,1,2012-03-20,1468.2816491931787,1536.5622953923087,0,0,1458.5031177312264,1553.0051129152073,1,1,1478.0601015566772,1550.8266261092992,-1,-1,1454.7403489394896,1528.5013135208478,1,1,1466.25123486621,1514.9170843421828,-1,-1
Everton,Arsenal,1590.1510188143864,1682.649745615249,-1,2012-03-21,1586.8786753591194,1657.7950430537958,1,-1,1573.9795475964409,1627.5395050361124,1,-1,1556.5521863200056,1625.3396139403637,1,0,1560.1809089804462,1655.3157311877744,0,1,1591.8385571180231,1675.6347016314842,-1,1
Man City,Chelsea,1742.6101981817817,1660.965770808484,1,2012-03-21,1762.5705275810205,1671.0144997149075,1,1,1757.687785941527,1684.2037474551414,1,1,1742.793680773015,1686.2779968934155,1,0,1752.8277012892397,1692.9255407597632,1,0,1736.1269390188857,1677.338680615504,1,-1
QPR,Liverpool,1417.9437950170366,1606.6397072168872,1,2012-03-21,1426.4540060733748,1608.9933101356553,0,1,1435.9947920577667,1631.5107427569021,-1,1,1466.373607673217,1619.9777878555074,-1,-1,1446.3926013915116,1642.9616272825192,1,1,1469.7100851976338,1658.3181326532617,-1,1
Tottenham,Stoke,1660.681756745545,1532.577390934166,0,2012-03-21,1690.291946082409,1543.0837767628736,-1,1,1697.10249483172,1525.224734918342,1,1,1694.3129633703236,1546.0632139793827,1,1,1716.7813901252919,1560.0850615460065,0,0,1707.425651004541,1548.574175619286,1,-1
Swansea,Everton,1570.4023046444697,1579.0527576367388,-1,2012-03-24,1530.858848370815,1605.789056402725,1,1,1549.8356767105724,1593.5848314407046,-1,0,1529.120689142189,1579.634386805567,0,0,1524.8330036156228,1560.5814177626837,1,0,1499.1435866969646,1569.9371568834347,0,1
Sunderland,QPR,1538.7012594983328,1440.3738782461483,1,2012-03-24,1538.7584765454956,1433.16016215496,1,1,1565.3484220506687,1450.6560651592126,-1,1,1535.9029399702108,1462.127893024128,1,0,1519.8079515248116,1455.9531195416002,1,1,1490.1319274950017,1477.2074502710736,1,1
Stoke,Man City,1537.8703862288517,1754.1488054656033,0,2012-03-24,1527.4709923121777,1766.464715889898,1,1,1511.498101116409,1750.6453384490437,1,-1,1539.7465308597114,1765.8758812585763,-1,1,1563.7457865794122,1747.8227193562225,-1,-1,1551.6694427540178,1760.9120958660667,0,1
