Date,HomeTeam,AwayTeam,FTR,HomeAvgGoal_25,AwayAvgGoal_25
2002-01-19,Man United,Blackburn,H,2.44,
2002-01-19,Middlesbrough,Bolton,D,1.08,
2002-01-19,Sunderland,Fulham,D,1.24,
2002-01-19,Tottenham,Everton,D,1.72,0.72
2002-01-20,Chelsea,West Ham,H,2.16,1.0
2002-01-20,Leeds,Arsenal,D,1.88,1.32
2002-01-21,Charlton,Aston Villa,A,1.48,1.16
2002-01-22,Man United,Liverpool,A,2.32,1.52
2002-01-23,Leicester,Arsenal,A,1.16,1.28
2002-01-29,Bolton,Man United,A,,1.84
2002-01-29,Charlton,Derby,H,1.44,0.48
2002-01-29,Sunderland,Middlesbrough,A,1.24,0.92
2002-01-30,Aston Villa,Everton,D,1.24,0.72
2002-01-30,Blackburn,Arsenal,A,,1.36
2002-01-30,Chelsea,Leeds,H,2.12,1.52
2002-01-30,Ipswich,Fulham,H,1.64,
2002-01-30,Liverpool,Leicester,H,1.8,0.64
2002-01-30,Southampton,West Ham,H,1.28,1.04
2002-01-30,Tottenham,Newcastle,A,1.68,1.4
2002-02-02,West Ham,Blackburn,H,1.36,
2002-02-02,Newcastle,Bolton,H,1.6,
2002-02-02,Man United,Sunderland,H,2.24,1.0
2002-02-02,Leicester,Chelsea,A,1.2,1.36
2002-02-02,Arsenal,Southampton,D,2.28,0.92
2002-02-02,Everton,Ipswich,A,1.56,1.24
2002-02-02,Derby,Tottenham,H,1.08,0.88
2002-02-02,Fulham,Aston Villa,D,,1.24
2002-02-03,Leeds,Liverpool,A,1.8,1.52
2002-02-03,Middlesbrough,Charlton,D,1.08,1.0
2002-02-09,Aston Villa,Chelsea,D,1.2,1.48
2002-02-09,Bolton,West Ham,H,,1.0
2002-02-09,Derby,Sunderland,A,1.04,1.0
2002-02-09,Fulham,Blackburn,H,,
2002-02-09,Ipswich,Liverpool,A,1.6,1.64
2002-02-09,Middlesbrough,Leeds,D,1.04,1.48
2002-02-09,Newcastle,Southampton,H,1.64,0.88
2002-02-09,Tottenham,Leicester,H,1.64,0.52
2002-02-10,Everton,Arsenal,A,1.52,1.48
2002-02-10,Charlton,Man United,A,1.4,1.92
2002-02-19,Middlesbrough,Fulham,H,1.12,
2002-02-23,Arsenal,Fulham,H,2.12,
2002-02-23,Leicester,Derby,A,1.2,0.44
2002-02-23,Liverpool,Everton,D,1.72,0.68
2002-02-23,Man United,Aston Villa,H,2.32,1.2
2002-02-23,Southampton,Bolton,D,1.24,
2002-02-23,West Ham,Middlesbrough,H,1.4,0.92
2002-02-24,Leeds,Charlton,D,1.64,0.96
2002-02-24,Sunderland,Newcastle,A,1.16,1.48
2002-03-02,Newcastle,Arsenal,A,1.72,1.52
2002-03-02,Middlesbrough,Leicester,H,1.2,0.56
2002-03-02,Ipswich,Southampton,A,1.6,0.92
2002-03-02,Tottenham,Sunderland,H,1.6,0.96
2002-03-02,Charlton,Chelsea,H,1.4,1.48
2002-03-02,Bolton,Blackburn,D,,
2002-03-02,Aston Villa,West Ham,H,1.16,0.88
2002-03-02,Fulham,Liverpool,A,,1.84
2002-03-03,Derby,Man United,D,1.04,1.96
2002-03-03,Everton,Leeds,D,1.44,1.56
2002-03-05,Arsenal,Derby,H,2.28,0.56
2002-03-05,Blackburn,Aston Villa,H,,1.2
2002-03-05,Sunderland,Bolton,H,1.08,
2002-03-06,Chelsea,Fulham,H,2.08,
2002-03-06,Leeds,Ipswich,H,1.64,1.28
2002-03-06,Liverpool,Newcastle,H,1.6,1.48
2002-03-06,Man United,Tottenham,H,2.36,0.88
2002-03-06,Southampton,Middlesbrough,D,1.16,0.92
2002-03-06,West Ham,Everton,H,1.28,0.68
2002-03-09,Leicester,Charlton,D,1.16,0.96
2002-03-13,Chelsea,Tottenham,H,2.16,0.88
2002-03-13,Blackburn,Ipswich,H,,1.24
2002-03-16,Bolton,Derby,A,,0.52
2002-03-16,Chelsea,Sunderland,H,2.24,0.96
2002-03-16,Everton,Fulham,H,1.4,
2002-03-16,Middlesbrough,Liverpool,A,1.16,1.92
2002-03-16,Newcastle,Ipswich,D,1.64,1.16
2002-03-16,Southampton,Leicester,D,1.12,0.56
2002-03-16,West Ham,Man United,A,1.28,1.92
2002-03-17,Leeds,Blackburn,H,1.68,
2002-03-17,Aston Villa,Arsenal,A,1.24,1.56
2002-03-18,Tottenham,Charlton,A,1.64,1.0
2002-03-23,Charlton,Bolton,A,1.36,
2002-03-23,Derby,Everton,A,1.08,0.68
2002-03-23,Ipswich,Aston Villa,D,1.52,1.16
2002-03-23,Leicester,Leeds,A,1.08,1.52
2002-03-23,Man United,Middlesbrough,A,2.44,0.96
2002-03-23,Sunderland,Southampton,D,1.08,1.0
2002-03-24,Fulham,Tottenham,A,,0.88
2002-03-24,Liverpool,Chelsea,H,1.6,1.52
2002-03-29,Newcastle,Everton,H,1.64,0.84
2002-03-30,Arsenal,Sunderland,H,2.28,0.96
2002-03-30,Bolton,Aston Villa,H,,1.12
2002-03-30,Chelsea,Derby,H,2.24,0.6
2002-03-30,Leeds,Man United,A,1.72,2.0
2002-03-30,Leicester,Blackburn,H,0.96,
2002-03-30,Liverpool,Charlton,H,1.64,1.0
2002-03-30,Middlesbrough,Tottenham,D,1.16,0.84
2002-03-30,Southampton,Fulham,D,1.16,
2002-03-30,West Ham,Ipswich,H,1.36,1.2
2002-04-01,Tottenham,Leeds,H,1.64,1.44
2002-04-01,Sunderland,Leicester,H,1.08,0.6
2002-04-01,Fulham,West Ham,A,,0.88
2002-04-01,Ipswich,Chelsea,D,1.44,1.44
2002-04-01,Derby,Middlesbrough,A,1.12,1.0
2002-04-01,Charlton,Arsenal,A,1.36,1.64
2002-04-01,Blackburn,Southampton,H,,1.0
2002-04-01,Everton,Bolton,H,1.44,
2002-04-02,Aston Villa,Newcastle,D,1.28,1.48
2002-04-06,West Ham,Charlton,H,1.28,1.0
2002-04-06,Southampton,Derby,H,1.12,0.64
2002-04-06,Middlesbrough,Aston Villa,H,1.16,1.12
2002-04-06,Leicester,Man United,A,0.96,2.12
2002-04-06,Bolton,Ipswich,H,,1.24
2002-04-06,Arsenal,Tottenham,H,2.2,0.88
2002-04-06,Chelsea,Everton,H,2.2,0.92
2002-04-07,Leeds,Sunderland,H,1.8,0.8
2002-04-08,Newcastle,Fulham,D,1.8,
2002-04-10,Blackburn,Chelsea,D,,1.4
2002-04-13,Tottenham,West Ham,D,1.56,0.88
2002-04-13,Sunderland,Liverpool,A,1.0,1.88
2002-04-13,Everton,Leicester,D,1.56,0.64
2002-04-13,Charlton,Southampton,D,1.32,0.96
2002-04-13,Aston Villa,Leeds,A,1.28,1.4
2002-04-13,Derby,Newcastle,A,1.08,1.52
2002-04-20,Bolton,Tottenham,D,,0.92
2002-04-20,Chelsea,Man United,A,2.28,2.12
2002-04-20,Leeds,Fulham,A,1.84,
2002-04-20,Leicester,Aston Villa,D,0.92,1.16
2002-04-20,Liverpool,Derby,H,1.56,0.64
2002-04-20,Middlesbrough,Blackburn,A,1.2,
2002-04-20,Newcastle,Charlton,H,1.8,0.84
2002-04-20,Southampton,Everton,A,1.16,0.92
2002-04-20,West Ham,Sunderland,H,1.36,0.72
2002-04-21,Arsenal,Ipswich,H,2.04,1.24
2002-04-23,Fulham,Bolton,H,,
2002-04-23,Blackburn,Newcastle,D,,1.56
2002-04-24,Ipswich,Middlesbrough,H,1.32,1.0
2002-04-24,Arsenal,West Ham,H,2.04,0.88
2002-04-27,Aston Villa,Southampton,H,1.24,1.0
2002-04-27,Charlton,Sunderland,D,1.32,0.64
2002-04-27,Derby,Leeds,A,1.12,1.36
2002-04-27,Fulham,Leicester,D,,0.72
2002-04-27,Ipswich,Man United,A,1.28,2.12
2002-04-27,Middlesbrough,Chelsea,A,1.08,1.36
2002-04-27,Newcastle,West Ham,H,1.8,0.84
2002-04-27,Tottenham,Liverpool,H,1.6,1.88
2002-04-28,Everton,Blackburn,A,1.56,
2002-04-29,Bolton,Arsenal,A,,1.76
2002-05-08,Man United,Arsenal,A,2.32,1.84
2002-05-08,Liverpool,Blackburn,H,1.56,
2002-05-11,Southampton,Newcastle,H,1.16,1.52
2002-05-11,Man United,Charlton,D,2.24,0.84
2002-05-11,West Ham,Bolton,H,1.48,
2002-05-11,Liverpool,Ipswich,H,1.72,1.2
2002-05-11,Sunderland,Derby,D,1.0,0.64
2002-05-11,Leeds,Middlesbrough,H,1.8,1.0
2002-05-11,Arsenal,Everton,H,2.08,0.84
2002-05-11,Leicester,Tottenham,H,1.0,0.96
2002-05-11,Chelsea,Aston Villa,A,2.12,1.24
2002-05-11,Blackburn,Fulham,H,,
2002-08-17,Southampton,Middlesbrough,D,1.24,0.92
2002-08-17,Blackburn,Sunderland,D,,0.72
2002-08-17,Charlton,Chelsea,A,1.32,1.44
2002-08-17,Everton,Tottenham,D,1.52,1.0
2002-08-17,Fulham,Bolton,H,,
2002-08-17,Leeds,Man City,H,1.8,
2002-08-17,Man United,West Brom,H,2.2,
2002-08-18,Arsenal,Birmingham,H,2.16,
2002-08-18,Aston Villa,Liverpool,A,1.24,1.84
2002-08-19,Newcastle,West Ham,H,1.92,0.88
2002-08-23,Chelsea,Man United,D,2.04,2.12
2002-08-24,West Brom,Leeds,A,,1.32
2002-08-24,Liverpool,Southampton,H,1.8,1.0
2002-08-24,Tottenham,Aston Villa,H,1.64,1.24
2002-08-24,West Ham,Arsenal,D,1.52,1.84
2002-08-24,Sunderland,Everton,A,1.04,0.96
2002-08-24,Bolton,Charlton,A,,0.84
2002-08-24,Man City,Newcastle,H,,1.52
2002-08-24,Birmingham,Blackburn,A,,
2002-08-24,Middlesbrough,Fulham,D,1.04,
2002-08-27,Arsenal,West Brom,H,2.2,
2002-08-27,Charlton,Tottenham,A,1.32,1.04
2002-08-28,Aston Villa,Man City,H,1.24,
2002-08-28,Blackburn,Liverpool,D,,1.88
2002-08-28,Everton,Birmingham,D,1.52,
2002-08-28,Leeds,Sunderland,A,1.92,0.72
2002-08-28,Southampton,Chelsea,D,1.16,1.48
2002-08-31,Tottenham,Southampton,H,1.64,0.96
2002-08-31,West Brom,Fulham,H,,
2002-08-31,West Ham,Charlton,A,1.6,0.84
2002-08-31,Sunderland,Man United,D,1.0,2.16
2002-08-31,Man City,Everton,H,,1.0
2002-08-31,Birmingham,Leeds,H,,1.36
2002-08-31,Middlesbrough,Blackburn,H,1.12,
2002-09-01,Bolton,Aston Villa,H,,1.24
2002-09-01,Chelsea,Arsenal,D,2.08,1.88
2002-09-02,Liverpool,Newcastle,D,1.88,1.52
2002-09-03,Man United,Middlesbrough,H,2.0,0.88
2002-09-10,Arsenal,Man City,H,2.28,
2002-09-10,Middlesbrough,Sunderland,H,1.16,0.6
2002-09-11,West Ham,West Brom,A,1.6,
2002-09-11,Southampton,Everton,H,1.16,1.04
2002-09-11,Newcastle,Leeds,A,2.04,1.32
2002-09-11,Man United,Bolton,A,1.96,
2002-09-11,Aston Villa,Charlton,H,1.2,0.92
2002-09-11,Fulham,Tottenham,H,,1.04
2002-09-11,Blackburn,Chelsea,A,,1.36
2002-09-11,Liverpool,Birmingham,D,1.88,
2002-09-14,Sunderland,Fulham,A,1.0,
2002-09-14,West Brom,Southampton,H,,1.0
2002-09-14,Leeds,Man United,H,1.88,2.16
2002-09-14,Bolton,Liverpool,A,,1.92
2002-09-14,Chelsea,Newcastle,H,2.04,1.56
2002-09-14,Charlton,Arsenal,A,1.28,1.92
2002-09-14,Everton,Middlesbrough,H,1.52,0.8
2002-09-15,Man City,Blackburn,D,,
2002-09-15,Tottenham,West Ham,H,1.6,0.8
2002-09-16,Birmingham,Aston Villa,H,,1.2
2002-09-21,Arsenal,Bolton,H,2.28,
2002-09-21,Liverpool,West Brom,H,1.92,
2002-09-21,Man United,Tottenham,H,1.88,1.12
2002-09-21,Middlesbrough,Birmingham,H,1.28,
2002-09-21,Newcastle,Sunderland,H,1.96,0.6
2002-09-21,Southampton,Charlton,D,1.2,0.88
2002-09-21,West Ham,Man City,D,1.6,
2002-09-22,Aston Villa,Everton,H,1.2,0.96
2002-09-22,Blackburn,Leeds,H,,1.32
2002-09-23,Fulham,Chelsea,D,,1.36
2002-09-28,Birmingham,Newcastle,A,,1.48
2002-09-28,Bolton,Southampton,D,,1.0
2002-09-28,Charlton,Man United,A,1.2,2.16
2002-09-28,Chelsea,West Ham,A,2.08,0.88
2002-09-28,Everton,Fulham,H,1.48,
2002-09-28,Leeds,Arsenal,A,1.84,1.88
2002-09-28,Man City,Liverpool,A,,1.92
2002-09-28,Sunderland,Aston Villa,H,1.0,1.08
2002-09-28,Tottenham,Middlesbrough,A,1.64,0.8
2002-09-30,West Brom,Blackburn,A,,
2002-10-05,Middlesbrough,Bolton,H,1.28,
2002-10-05,Newcastle,West Brom,H,2.0,
2002-10-05,Southampton,Man City,H,1.2,
2002-10-05,West Ham,Birmingham,A,1.48,
2002-10-06,Liverpool,Chelsea,H,1.88,1.36
2002-10-06,Fulham,Charlton,H,,0.88
2002-10-06,Blackburn,Tottenham,A,,1.0
2002-10-06,Aston Villa,Leeds,D,1.24,1.24
2002-10-06,Arsenal,Sunderland,H,2.36,0.6
2002-10-07,Man United,Everton,H,1.76,1.0
2002-10-19,West Brom,Birmingham,D,,
2002-10-19,Man City,Chelsea,A,,1.28
2002-10-19,Leeds,Liverpool,A,1.8,1.96
2002-10-19,Sunderland,West Ham,A,0.96,0.92
2002-10-19,Everton,Arsenal,H,1.48,1.96
2002-10-19,Blackburn,Newcastle,H,,1.56
2002-10-19,Fulham,Man United,D,,2.2
2002-10-20,Charlton,Middlesbrough,H,1.12,0.8
2002-10-20,Tottenham,Bolton,H,1.64,
2002-10-21,Aston Villa,Southampton,A,1.24,1.04
2002-10-23,Fulham,West Ham,A,,0.92
2002-10-26,Middlesbrough,Leeds,D,1.36,1.16
2002-10-26,Newcastle,Charlton,H,2.04,0.84
2002-10-26,Man United,Aston Villa,D,1.84,0.96
2002-10-26,Chelsea,West Brom,H,2.12,
2002-10-26,Birmingham,Man City,A,,
2002-10-26,Arsenal,Blackburn,A,2.32,
2002-10-26,Liverpool,Tottenham,H,1.8,1.04
2002-10-27,Southampton,Fulham,H,1.2,
2002-10-27,West Ham,Everton,A,1.52,0.96
2002-10-28,Bolton,Sunderland,D,,0.6
2002-11-02,West Brom,Man City,A,,0.96
2002-11-02,Birmingham,Bolton,H,,
2002-11-02,Liverpool,West Ham,H,1.8,0.96
2002-11-02,Man United,Southampton,H,1.88,1.04
2002-11-03,Blackburn,Aston Villa,D,1.76,1.0
2002-11-03,Charlton,Sunderland,D,1.08,0.56
2002-11-03,Fulham,Arsenal,A,1.2,2.0
2002-11-03,Leeds,Everton,A,1.56,0.96
2002-11-03,Tottenham,Chelsea,D,1.76,1.32
2002-11-04,Newcastle,Middlesbrough,H,2.12,0.68
2002-11-09,Man City,Man United,H,,2.2
2002-11-09,Middlesbrough,Liverpool,H,1.36,1.92
2002-11-09,Southampton,Blackburn,D,1.24,
2002-11-09,Everton,Charlton,H,1.48,0.8
2002-11-09,Arsenal,Newcastle,H,2.28,1.6
2002-11-09,Bolton,West Brom,D,,
2002-11-09,Aston Villa,Fulham,H,1.12,
2002-11-09,Chelsea,Birmingham,H,2.2,
2002-11-10,Sunderland,Tottenham,H,0.92,1.0
2002-11-10,West Ham,Leeds,A,1.4,1.2
2002-11-16,Newcastle,Southampton,H,2.08,1.08
2002-11-16,Arsenal,Tottenham,H,2.28,0.96
2002-11-16,Chelsea,Middlesbrough,H,2.24,0.64
2002-11-16,Man City,Charlton,A,1.16,0.76
2002-11-16,West Brom,Aston Villa,D,,1.0
2002-11-17,West Ham,Man United,D,1.52,2.2
2002-11-17,Liverpool,Sunderland,D,1.8,0.6
2002-11-17,Birmingham,Fulham,D,,0.92
2002-11-17,Blackburn,Everton,A,1.68,0.92
2002-11-17,Leeds,Bolton,A,1.44,1.16
2002-11-23,Aston Villa,West Ham,H,1.2,0.92
2002-11-23,Bolton,Chelsea,D,1.08,1.24
2002-11-23,Everton,West Brom,H,1.44,
2002-11-23,Fulham,Liverpool,H,1.12,1.76
2002-11-23,Man United,Newcastle,H,1.84,1.6
2002-11-23,Middlesbrough,Man City,H,1.4,1.04
2002-11-23,Southampton,Arsenal,H,1.28,1.96
2002-11-23,Sunderland,Birmingham,A,0.88,
2002-11-24,Charlton,Blackburn,H,1.12,1.2
2002-11-24,Tottenham,Leeds,H,1.64,1.28
2002-11-30,Man City,Bolton,H,1.0,1.12
2002-11-30,Chelsea,Sunderland,H,2.24,0.56
2002-11-30,West Brom,Middlesbrough,H,,0.64
2002-11-30,Birmingham,Tottenham,D,,0.92
2002-11-30,Arsenal,Aston Villa,H,2.24,1.0
2002-11-30,Blackburn,Fulham,H,1.6,0.84
2002-12-01,Leeds,Charlton,A,1.44,0.72
2002-12-01,Liverpool,Man United,A,1.76,2.16
2002-12-01,Newcastle,Everton,H,2.12,0.92
2002-12-02,West Ham,Southampton,A,1.44,1.12
2002-12-07,Southampton,Birmingham,H,1.36,
2002-12-07,Middlesbrough,West Ham,D,1.48,0.92
2002-12-07,Man United,Arsenal,H,1.88,1.88
2002-12-07,Fulham,Leeds,H,1.24,1.28
2002-12-07,Charlton,Liverpool,H,1.2,1.8
2002-12-07,Bolton,Blackburn,D,1.08,1.2
2002-12-07,Aston Villa,Newcastle,A,1.36,1.68
2002-12-07,Everton,Chelsea,A,1.44,1.16
2002-12-08,Tottenham,West Brom,H,1.72,
2002-12-09,Sunderland,Man City,A,0.84,1.0
2002-12-14,Middlesbrough,Chelsea,D,1.48,1.24
2002-12-14,Southampton,Newcastle,D,1.44,1.56
2002-12-14,Man United,West Ham,H,1.8,1.0
2002-12-14,Aston Villa,West Brom,H,1.28,
2002-12-14,Charlton,Man City,D,1.24,1.04
2002-12-14,Everton,Blackburn,H,1.4,1.24
2002-12-15,Fulham,Birmingham,A,1.24,
2002-12-15,Sunderland,Liverpool,H,0.8,1.68
2002-12-15,Tottenham,Arsenal,D,1.76,1.84
2002-12-16,Bolton,Leeds,A,1.04,1.2
2002-12-21,Arsenal,Middlesbrough,H,2.32,0.64
2002-12-21,Birmingham,Charlton,D,,0.76
2002-12-21,Chelsea,Aston Villa,H,2.32,0.92
2002-12-21,Leeds,Southampton,D,1.48,1.16
2002-12-21,Newcastle,Fulham,H,2.04,0.84
2002-12-21,West Brom,Sunderland,D,,0.56
2002-12-21,West Ham,Bolton,D,1.36,1.12
2002-12-22,Liverpool,Everton,D,1.76,0.96
2002-12-22,Blackburn,Man United,H,1.64,2.2
2002-12-23,Man City,Tottenham,A,1.04,0.88
2002-12-26,Birmingham,Everton,D,,0.96
2002-12-26,Bolton,Newcastle,H,1.04,1.6
2002-12-26,Chelsea,Southampton,D,2.32,1.16
2002-12-26,Liverpool,Blackburn,D,1.72,1.24
2002-12-26,Man City,Aston Villa,H,1.08,0.8
2002-12-26,Middlesbrough,Man United,H,1.48,2.08
2002-12-26,Sunderland,Leeds,A,0.84,1.24
2002-12-26,Tottenham,Charlton,D,1.72,0.8
2002-12-26,West Brom,Arsenal,A,,1.76
2002-12-26,West Ham,Fulham,D,1.32,0.84
2002-12-28,Man United,Birmingham,H,1.88,
2002-12-28,Southampton,Sunderland,H,1.36,0.56
2002-12-28,Leeds,Chelsea,H,1.4,1.28
2002-12-28,Fulham,Man City,A,1.2,1.12
2002-12-28,Everton,Bolton,D,1.44,1.12
2002-12-28,Charlton,West Brom,H,1.32,
2002-12-28,Blackburn,West Ham,D,1.64,1.0
2002-12-28,Aston Villa,Middlesbrough,H,1.28,0.56
2002-12-29,Arsenal,Liverpool,D,2.28,1.64
2002-12-29,Newcastle,Tottenham,H,2.08,1.0
2003-01-01,Southampton,Tottenham,H,1.4,0.96
2003-01-01,Newcastle,Liverpool,H,2.16,1.52
2003-01-01,Man United,Sunderland,H,1.92,0.6
2003-01-01,Leeds,Birmingham,H,1.48,
2003-01-01,Blackburn,Middlesbrough,H,1.44,0.48
2003-01-01,Aston Villa,Bolton,H,1.28,1.08
2003-01-01,Arsenal,Chelsea,H,2.24,1.24
2003-01-01,Everton,Man City,D,1.24,1.08
2003-01-11,Sunderland,Blackburn,D,0.8,1.28
2003-01-11,West Ham,Newcastle,D,1.36,1.56
2003-01-11,West Brom,Man United,A,,1.92
2003-01-11,Middlesbrough,Southampton,D,1.52,1.04
2003-01-11,Man City,Leeds,H,1.2,1.28
2003-01-11,Liverpool,Aston Villa,D,1.64,0.76
2003-01-11,Chelsea,Charlton,H,2.24,0.72
2003-01-11,Bolton,Fulham,D,1.2,0.88
2003-01-12,Birmingham,Arsenal,A,,1.76
2003-01-12,Tottenham,Everton,H,1.68,0.92
2003-01-18,Aston Villa,Tottenham,A,1.24,0.92
2003-01-18,Blackburn,Birmingham,D,1.48,
2003-01-18,Charlton,Bolton,D,1.28,1.0
2003-01-18,Everton,Sunderland,H,1.2,0.64
2003-01-18,Leeds,West Brom,D,1.48,
2003-01-18,Man United,Chelsea,H,1.92,1.28
2003-01-18,Newcastle,Man City,H,2.2,1.16
2003-01-18,Southampton,Liverpool,A,1.4,1.44
2003-01-19,Arsenal,West Ham,H,2.24,1.08
2003-01-19,Fulham,Middlesbrough,H,1.16,0.48
2003-01-22,Newcastle,Bolton,H,2.16,0.96
2003-01-22,Charlton,West Ham,H,1.32,1.08
2003-01-28,Bolton,Everton,A,1.2,1.04
2003-01-28,Chelsea,Leeds,H,2.32,1.28
2003-01-28,Middlesbrough,Aston Villa,A,1.4,0.8
2003-01-28,Sunderland,Southampton,A,0.76,1.12
2003-01-29,West Brom,Charlton,A,,0.76
2003-01-29,Tottenham,Newcastle,A,1.72,1.52
2003-01-29,West Ham,Blackburn,H,1.44,1.16
2003-01-29,Liverpool,Arsenal,D,1.64,1.84
2003-01-29,Man City,Fulham,H,1.2,0.8
2003-02-01,Sunderland,Charlton,A,0.72,0.76
2003-02-01,Arsenal,Fulham,H,2.24,0.84
2003-02-01,Bolton,Birmingham,H,1.16,
2003-02-01,Chelsea,Tottenham,D,2.44,0.92
2003-02-01,Everton,Leeds,H,1.24,1.36
2003-02-01,Man City,West Brom,A,1.36,
2003-02-01,Southampton,Man United,A,1.32,1.92
2003-02-02,West Ham,Liverpool,A,1.48,1.44
2003-02-02,Aston Villa,Blackburn,H,1.24,1.12
2003-02-04,Birmingham,Man United,A,,1.96
2003-02-08,Birmingham,Chelsea,A,,1.32
2003-02-08,Blackburn,Southampton,H,1.48,1.12
2003-02-08,Charlton,Everton,H,1.48,1.12
2003-02-08,Fulham,Aston Villa,H,1.12,0.96
2003-02-08,Leeds,West Ham,H,1.44,1.04
2003-02-08,Liverpool,Middlesbrough,D,1.64,0.44
2003-02-08,Tottenham,Sunderland,H,1.64,0.68
2003-02-08,West Brom,Bolton,D,,0.88
2003-02-09,Man United,Man City,D,2.0,1.12
2003-02-09,Newcastle,Arsenal,D,2.16,1.88
2003-02-19,Fulham,West Brom,H,1.08,
2003-02-22,Sunderland,Middlesbrough,A,0.68,0.48
2003-02-22,Man City,Arsenal,A,1.4,1.88
2003-02-22,Leeds,Newcastle,A,1.4,1.52
2003-02-22,Chelsea,Blackburn,A,2.48,1.12
2003-02-22,Charlton,Aston Villa,H,1.4,0.96
2003-02-22,Everton,Southampton,H,1.32,1.12
2003-02-22,Bolton,Man United,D,1.32,1.96
2003-02-23,Birmingham,Liverpool,H,,1.52
2003-02-23,West Brom,West Ham,A,,0.88
2003-02-24,Tottenham,Fulham,D,1.76,0.88
2003-03-01,Blackburn,Man City,H,1.52,1.12
2003-03-01,Fulham,Sunderland,H,1.2,0.72
2003-03-01,Middlesbrough,Everton,D,1.48,1.08
2003-03-01,Newcastle,Chelsea,H,2.12,1.32
2003-03-01,Southampton,West Brom,H,1.28,
2003-03-01,West Ham,Tottenham,H,1.44,0.92
2003-03-02,Arsenal,Charlton,H,2.28,0.88
2003-03-03,Aston Villa,Birmingham,A,1.36,
2003-03-05,Middlesbrough,Newcastle,H,1.52,1.6
2003-03-05,Man United,Leeds,H,2.04,1.36
2003-03-08,Liverpool,Bolton,H,1.68,0.84
2003-03-15,Aston Villa,Man United,A,1.28,1.96
2003-03-15,Blackburn,Arsenal,H,1.52,2.0
2003-03-15,Charlton,Newcastle,A,1.48,1.56
2003-03-15,Everton,West Ham,D,1.32,0.96
2003-03-15,Fulham,Southampton,D,1.16,1.16
2003-03-15,Leeds,Middlesbrough,A,1.28,0.56
2003-03-15,Sunderland,Bolton,A,0.68,0.84
2003-03-16,Man City,Birmingham,H,1.36,
2003-03-16,Tottenham,Liverpool,A,1.68,1.56
2003-03-16,West Brom,Chelsea,A,,1.36
2003-03-22,Southampton,Aston Villa,D,1.32,0.88
2003-03-22,Newcastle,Blackburn,H,2.08,1.16
2003-03-22,West Ham,Sunderland,H,1.36,0.6
2003-03-22,Middlesbrough,Charlton,D,1.52,0.88
2003-03-22,Chelsea,Man City,H,2.36,1.04
2003-03-22,Birmingham,West Brom,H,,
2003-03-22,Man United,Fulham,H,1.92,0.92
2003-03-23,Arsenal,Everton,H,2.28,1.12
2003-03-23,Liverpool,Leeds,H,1.72,1.32
2003-03-24,Bolton,Tottenham,H,1.36,0.92
2003-04-05,Aston Villa,Arsenal,D,1.24,1.96
2003-04-05,Bolton,Man City,H,1.4,1.04
2003-04-05,Charlton,Leeds,A,1.36,1.24
2003-04-05,Man United,Liverpool,H,1.8,1.6
2003-04-05,Middlesbrough,West Brom,H,1.52,
2003-04-05,Southampton,West Ham,D,1.32,0.92
2003-04-05,Sunderland,Chelsea,A,0.68,1.4
2003-04-05,Tottenham,Birmingham,H,1.6,
2003-04-06,Everton,Newcastle,H,1.28,1.52
2003-04-07,Fulham,Blackburn,A,1.24,1.12
2003-04-12,Birmingham,Sunderland,H,,0.6
2003-04-12,Blackburn,Charlton,H,1.6,0.8
2003-04-12,Chelsea,Bolton,H,2.36,0.88
2003-04-12,Leeds,Tottenham,D,1.24,0.88
2003-04-12,Liverpool,Fulham,H,1.8,0.88
2003-04-12,Man City,Middlesbrough,D,1.2,0.68
2003-04-12,Newcastle,Man United,A,2.24,1.92
2003-04-12,West Brom,Everton,A,,1.16
2003-04-12,West Ham,Aston Villa,D,1.4,0.92
2003-04-16,Arsenal,Man United,D,2.28,2.04
2003-04-18,Tottenham,Man City,A,1.64,1.0
2003-04-19,Middlesbrough,Arsenal,A,1.64,1.92
2003-04-19,Man United,Blackburn,H,1.84,1.28
2003-04-19,Fulham,Newcastle,H,1.16,1.4
2003-04-19,Southampton,Leeds,H,1.32,1.44
2003-04-19,Charlton,Birmingham,A,1.4,
2003-04-19,Bolton,West Ham,H,1.4,0.92
2003-04-19,Aston Villa,Chelsea,H,1.24,1.4
2003-04-19,Everton,Liverpool,A,1.36,1.56
2003-04-19,Sunderland,West Brom,A,0.68,
2003-04-21,West Brom,Tottenham,A,,0.92
2003-04-21,West Ham,Middlesbrough,H,1.44,0.68
2003-04-21,Man City,Sunderland,H,1.2,0.6
2003-04-21,Newcastle,Aston Villa,D,2.2,0.96
2003-04-21,Chelsea,Everton,H,2.32,1.2
2003-04-21,Liverpool,Charlton,H,1.84,0.76
2003-04-21,Blackburn,Bolton,D,1.64,0.84
2003-04-21,Birmingham,Southampton,H,,1.08
2003-04-22,Leeds,Fulham,H,1.2,0.84
2003-04-26,Birmingham,Middlesbrough,H,,0.64
2003-04-26,Bolton,Arsenal,D,1.36,1.96
2003-04-26,Charlton,Southampton,H,1.28,1.12
2003-04-26,Chelsea,Fulham,D,2.28,0.84
2003-04-26,Everton,Aston Villa,H,1.4,0.92
2003-04-26,Leeds,Blackburn,A,1.24,1.28
2003-04-26,Sunderland,Newcastle,A,0.68,1.4
2003-04-26,West Brom,Liverpool,A,,1.64
