FTR,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
A,7.2,26.8,19.6,15.6,16.33,0.73
H,27.0,16.04,-10.96,62.3,12.9,-49.41
H,9.0,43.25,34.25,7.2,26.8,19.6
D,20.34,43.75,23.41,7.2,26.8,19.6
H,20.55,40.3,19.75,18.13,7.67,-10.46
H,96.45,31.56,-64.89,27.92,26.33,-1.6
D,65.33,22.0,-43.33,24.8,1.99,-22.82
H,62.3,12.9,-49.41,15.6,16.33,0.73
D,9.0,43.25,34.25,12.05,2.6,-9.45
A,9.14,11.12,1.98,15.25,0.5,-14.75
H,27.0,16.04,-10.96,26.23,2.8,-23.43
H,12.85,0.455,-12.4,65.48,78.29,12.82
A,12.38,11.29,-1.09,91.05,31.2,-59.85
H,15.6,16.33,0.73,65.33,22.0,-43.33
D,7.2,26.8,19.6,20.55,40.3,19.75
H,18.13,7.67,-10.46,27.0,16.04,-10.96
D,15.25,0.5,-14.75,96.45,31.56,-64.89
H,26.23,2.8,-23.43,12.38,11.29,-1.09
A,24.8,1.99,-22.82,9.14,11.12,1.98
H,27.92,26.33,-1.6,12.85,0.455,-12.4
A,12.05,2.6,-9.45,20.34,43.75,23.41
A,65.48,78.29,12.82,62.3,12.9,-49.41
H,91.05,31.2,-59.85,9.0,43.25,34.25
H,7.2,26.8,19.6,91.05,31.2,-59.85
H,62.3,12.9,-49.41,24.8,1.99,-22.82
D,12.85,0.455,-12.4,96.45,31.56,-64.89
H,9.0,43.25,34.25,12.38,11.29,-1.09
A,12.05,2.6,-9.45,65.33,22.0,-43.33
D,20.34,43.75,23.41,26.23,2.8,-23.43
A,20.55,40.3,19.75,27.0,16.04,-10.96
D,15.6,16.33,0.73,65.48,78.29,12.82
D,18.13,7.67,-10.46,9.14,11.12,1.98
H,27.92,26.33,-1.6,15.25,0.5,-14.75
H,65.48,78.29,12.82,20.55,40.3,19.75
H,91.05,31.2,-59.85,18.13,7.67,-10.46
H,15.25,0.5,-14.75,15.6,16.33,0.73
A,26.23,2.8,-23.43,12.05,2.6,-9.45
A,24.8,1.99,-22.82,27.92,26.33,-1.6
A,9.14,11.12,1.98,12.85,0.455,-12.4
D,12.38,11.29,-1.09,7.2,26.8,19.6
D,96.45,31.56,-64.89,62.3,12.9,-49.41
H,27.0,16.04,-10.96,20.34,43.75,23.41
D,65.33,22.0,-43.33,9.0,43.25,34.25
H,20.55,40.3,19.75,26.23,2.8,-23.43
A,15.6,16.33,0.73,12.38,11.29,-1.09
H,7.2,26.8,19.6,96.45,31.56,-64.89
H,18.13,7.67,-10.46,24.8,1.99,-22.82
H,62.3,12.9,-49.41,65.33,22.0,-43.33
A,27.92,26.33,-1.6,65.48,78.29,12.82
A,12.85,0.455,-12.4,15.25,0.5,-14.75
H,9.0,43.25,34.25,27.0,16.04,-10.96
A,20.34,43.75,23.41,91.05,31.2,-59.85
A,12.05,2.6,-9.45,9.14,11.12,1.98
H,96.45,31.56,-64.89,15.6,16.33,0.73
H,91.05,31.2,-59.85,20.55,40.3,19.75
D,27.0,16.04,-10.96,12.05,2.6,-9.45
A,26.23,2.8,-23.43,18.13,7.67,-10.46
H,9.14,11.12,1.98,27.92,26.33,-1.6
D,12.38,11.29,-1.09,20.34,43.75,23.41
H,65.48,78.29,12.82,9.0,43.25,34.25
A,15.25,0.5,-14.75,62.3,12.9,-49.41
H,24.8,1.99,-22.82,12.85,0.455,-12.4
D,20.55,40.3,19.75,20.34,43.75,23.41
A,65.33,22.0,-43.33,65.48,78.29,12.82
H,91.05,31.2,-59.85,15.6,16.33,0.73
D,26.23,2.8,-23.43,7.2,26.8,19.6
H,24.8,1.99,-22.82,15.25,0.5,-14.75
H,9.14,11.12,1.98,96.45,31.56,-64.89
A,12.38,11.29,-1.09,12.85,0.455,-12.4
H,18.13,7.67,-10.46,12.05,2.6,-9.45
D,27.0,16.04,-10.96,27.92,26.33,-1.6
A,9.0,43.25,34.25,62.3,12.9,-49.41
H,20.34,43.75,23.41,18.13,7.67,-10.46
H,15.6,16.33,0.73,26.23,2.8,-23.43
H,96.45,31.56,-64.89,24.8,1.99,-22.82
H,7.2,26.8,19.6,9.0,43.25,34.25
H,27.92,26.33,-1.6,65.33,22.0,-43.33
A,12.05,2.6,-9.45,20.55,40.3,19.75
H,62.3,12.9,-49.41,9.14,11.12,1.98
D,15.25,0.5,-14.75,12.38,11.29,-1.09
H,12.85,0.455,-12.4,91.05,31.2,-59.85
H,65.48,78.29,12.82,27.0,16.04,-10.96
H,65.33,22.0,-43.33,7.2,26.8,19.6
A,18.13,7.67,-10.46,12.85,0.455,-12.4
D,12.38,11.29,-1.09,9.14,11.12,1.98
H,27.0,16.04,-10.96,15.25,0.5,-14.75
A,12.05,2.6,-9.45,62.3,12.9,-49.41
H,20.55,40.3,19.75,27.92,26.33,-1.6
A,7.2,26.8,19.6,65.48,78.29,12.82
H,91.05,31.2,-59.85,96.45,31.56,-64.89
H,26.23,2.8,-23.43,65.33,22.0,-43.33
D,9.0,43.25,34.25,24.8,1.99,-22.82
H,65.48,78.29,12.82,20.34,43.75,23.41
H,15.6,16.33,0.73,20.55,40.3,19.75
D,96.45,31.56,-64.89,9.0,43.25,34.25
A,65.33,22.0,-43.33,12.38,11.29,-1.09
H,15.25,0.5,-14.75,12.05,2.6,-9.45
D,24.8,1.99,-22.82,91.05,31.2,-59.85
H,27.92,26.33,-1.6,26.23,2.8,-23.43
A,12.85,0.455,-12.4,7.2,26.8,19.6
A,9.14,11.12,1.98,27.0,16.04,-10.96
H,62.3,12.9,-49.41,18.13,7.67,-10.46
A,20.34,43.75,23.41,96.45,31.56,-64.89
H,7.2,26.8,19.6,9.14,11.12,1.98
H,18.13,7.67,-10.46,15.25,0.5,-14.75
D,91.05,31.2,-59.85,27.92,26.33,-1.6
H,26.23,2.8,-23.43,65.48,78.29,12.82
H,12.38,11.29,-1.09,24.8,1.99,-22.82
A,12.05,2.6,-9.45,15.6,16.33,0.73
H,27.0,16.04,-10.96,65.33,22.0,-43.33
H,9.0,43.25,34.25,12.85,0.455,-12.4
A,20.55,40.3,19.75,62.3,12.9,-49.41
A,12.85,0.455,-12.4,27.0,16.04,-10.96
A,15.6,16.33,0.73,18.13,7.67,-10.46
H,96.45,31.56,-64.89,12.38,11.29,-1.09
D,65.33,22.0,-43.33,20.34,43.75,23.41
D,15.25,0.5,-14.75,7.2,26.8,19.6
H,24.8,1.99,-22.82,12.05,2.6,-9.45
D,27.92,26.33,-1.6,9.0,43.25,34.25
H,9.14,11.12,1.98,20.55,40.3,19.75
H,65.48,78.29,12.82,91.05,31.2,-59.85
H,62.3,12.9,-49.41,26.23,2.8,-23.43
D,20.34,43.75,23.41,24.8,1.99,-22.82
H,7.2,26.8,19.6,27.92,26.33,-1.6
D,18.13,7.67,-10.46,96.45,31.56,-64.89
H,27.0,16.04,-10.96,15.6,16.33,0.73
A,9.0,43.25,34.25,15.25,0.5,-14.75
A,20.55,40.3,19.75,65.33,22.0,-43.33
H,91.05,31.2,-59.85,9.14,11.12,1.98
H,26.23,2.8,-23.43,12.85,0.455,-12.4
H,12.38,11.29,-1.09,62.3,12.9,-49.41
A,12.05,2.6,-9.45,65.48,78.29,12.82
A,15.25,0.5,-14.75,91.05,31.2,-59.85
D,27.92,26.33,-1.6,12.05,2.6,-9.45
H,12.85,0.455,-12.4,20.55,40.3,19.75
H,9.14,11.12,1.98,26.23,2.8,-23.43
H,62.3,12.9,-49.41,20.34,43.75,23.41
A,65.48,78.29,12.82,12.38,11.29,-1.09
D,65.48,78.29,12.82,96.45,31.56,-64.89
D,20.34,43.75,23.41,27.92,26.33,-1.6
H,20.55,40.3,19.75,15.25,0.5,-14.75
D,15.6,16.33,0.73,12.85,0.455,-12.4
H,18.13,7.67,-10.46,12.38,11.29,-1.09
H,27.0,16.04,-10.96,24.8,1.99,-22.82
H,26.23,2.8,-23.43,9.0,43.25,34.25
A,65.33,22.0,-43.33,9.14,11.12,1.98
D,62.3,12.9,-49.41,7.2,26.8,19.6
A,12.05,2.6,-9.45,91.05,31.2,-59.85
A,20.34,43.75,23.41,15.6,16.33,0.73
H,7.2,26.8,19.6,18.13,7.67,-10.46
A,15.25,0.5,-14.75,65.33,22.0,-43.33
D,24.8,1.99,-22.82,65.48,78.29,12.82
D,27.92,26.33,-1.6,15.6,16.33,0.73
D,12.85,0.455,-12.4,12.05,2.6,-9.45
D,9.14,11.12,1.98,20.34,43.75,23.41
H,12.38,11.29,-1.09,27.0,16.04,-10.96
H,96.45,31.56,-64.89,26.23,2.8,-23.43
H,9.0,43.25,34.25,20.55,40.3,19.75
H,91.05,31.2,-59.85,62.3,12.9,-49.41
A,65.33,22.0,-43.33,18.13,7.67,-10.46
D,24.8,1.99,-22.82,7.2,26.8,19.6
A,15.6,16.33,0.73,9.0,43.25,34.25
A,96.45,31.56,-64.89,27.0,16.04,-10.96
D,65.48,78.29,12.82,15.25,0.5,-14.75
D,20.34,43.75,23.41,9.0,43.25,34.25
D,15.6,16.33,0.73,9.14,11.12,1.98
H,18.13,7.67,-10.46,27.92,26.33,-1.6
H,62.3,12.9,-49.41,12.85,0.455,-12.4
A,27.0,16.04,-10.96,91.05,31.2,-59.85
H,26.23,2.8,-23.43,24.8,1.99,-22.82
D,12.05,2.6,-9.45,7.2,26.8,19.6
A,20.55,40.3,19.75,12.38,11.29,-1.09
H,65.33,22.0,-43.33,96.45,31.56,-64.89
H,96.45,31.56,-64.89,20.55,40.3,19.75
H,7.2,26.8,19.6,27.0,16.04,-10.96
H,91.05,31.2,-59.85,26.23,2.8,-23.43
H,15.25,0.5,-14.75,20.34,43.75,23.41
D,24.8,1.99,-22.82,15.6,16.33,0.73
A,27.92,26.33,-1.6,62.3,12.9,-49.41
H,12.85,0.455,-12.4,65.33,22.0,-43.33
H,9.0,43.25,34.25,18.13,7.67,-10.46
A,9.14,11.12,1.98,65.48,78.29,12.82
H,12.38,11.29,-1.09,12.05,2.6,-9.45
D,56.0,65.85,9.85,38.3,14.83,-23.48
H,10.0,31.42,21.42,11.08,0.38,-10.7
H,31.97,14.8,-17.17,73.25,72.78,-0.47
A,50.35,4.51,-45.84,20.47,32.6,12.13
D,10.82,0.9,-9.92,23.68,0.64,-23.04
H,5.0,3.73,-1.28,70.6,10.45,-60.15
H,23.9,5.05,-18.85,27.83,3.2,-24.63
H,61.95,44.3,-17.65,41.5,0.0,-41.5
A,10.54,13.25,2.72,109.7,25.45,-84.25
H,21.65,18.75,-2.9,76.45,9.65,-66.8
H,109.7,25.45,-84.25,10.82,0.9,-9.92
A,27.83,3.2,-24.63,21.65,18.75,-2.9
H,109.7,25.45,-84.25,31.97,14.8,-17.17
H,76.45,9.65,-66.8,10.0,31.42,21.42
D,11.08,0.38,-10.7,50.35,4.51,-45.84
A,41.5,0.0,-41.5,10.54,13.25,2.72
H,20.47,32.6,12.13,23.9,5.05,-18.85
D,73.25,72.78,-0.47,5.0,3.73,-1.28
D,70.6,10.45,-60.15,61.95,44.3,-17.65
D,23.68,0.64,-23.04,56.0,65.85,9.85
H,61.95,44.3,-17.65,50.35,4.51,-45.84
D,20.47,32.6,12.13,38.3,14.83,-23.48
D,73.25,72.78,-0.47,11.08,0.38,-10.7
H,5.0,3.73,-1.28,21.65,18.75,-2.9
H,23.9,5.05,-18.85,10.0,31.42,21.42
D,10.54,13.25,2.72,23.68,0.64,-23.04
A,70.6,10.45,-60.15,56.0,65.85,9.85
D,31.97,14.8,-17.17,27.83,3.2,-24.63
A,41.5,0.0,-41.5,76.45,9.65,-66.8
H,56.0,65.85,9.85,41.5,0.0,-41.5
H,27.83,3.2,-24.63,20.47,32.6,12.13
H,10.0,31.42,21.42,5.0,3.73,-1.28
H,76.45,9.65,-66.8,10.54,13.25,2.72
D,11.08,0.38,-10.7,23.9,5.05,-18.85
D,50.35,4.51,-45.84,109.7,25.45,-84.25
D,23.68,0.64,-23.04,61.95,44.3,-17.65
D,38.3,14.83,-23.48,70.6,10.45,-60.15
A,10.82,0.9,-9.92,73.25,72.78,-0.47
D,21.65,18.75,-2.9,31.97,14.8,-17.17
H,109.7,25.45,-84.25,23.68,0.64,-23.04
H,41.5,0.0,-41.5,27.83,3.2,-24.63
A,20.47,32.6,12.13,21.65,18.75,-2.9
H,5.0,3.73,-1.28,10.82,0.9,-9.92
D,23.9,5.05,-18.85,38.3,14.83,-23.48
A,10.54,13.25,2.72,10.0,31.42,21.42
A,70.6,10.45,-60.15,76.45,9.65,-66.8
D,61.95,44.3,-17.65,56.0,65.85,9.85
H,31.97,14.8,-17.17,11.08,0.38,-10.7
H,73.25,72.78,-0.47,50.35,4.51,-45.84
A,56.0,65.85,9.85,109.7,25.45,-84.25
H,21.65,18.75,-2.9,41.5,0.0,-41.5
A,10.0,31.42,21.42,61.95,44.3,-17.65
A,76.45,9.65,-66.8,73.25,72.78,-0.47
A,11.08,0.38,-10.7,70.6,10.45,-60.15
D,10.82,0.9,-9.92,31.97,14.8,-17.17
H,23.68,0.64,-23.04,20.47,32.6,12.13
H,38.3,14.83,-23.48,10.54,13.25,2.72
D,27.83,3.2,-24.63,5.0,3.73,-1.28
A,50.35,4.51,-45.84,23.9,5.05,-18.85
H,109.7,25.45,-84.25,11.08,0.38,-10.7
H,61.95,44.3,-17.65,38.3,14.83,-23.48
D,20.47,32.6,12.13,10.82,0.9,-9.92
H,5.0,3.73,-1.28,50.35,4.51,-45.84
A,23.9,5.05,-18.85,56.0,65.85,9.85
D,10.54,13.25,2.72,21.65,18.75,-2.9
D,70.6,10.45,-60.15,23.68,0.64,-23.04
A,31.97,14.8,-17.17,76.45,9.65,-66.8
D,41.5,0.0,-41.5,10.0,31.42,21.42
H,73.25,72.78,-0.47,27.83,3.2,-24.63
H,10.0,31.42,21.42,27.83,3.2,-24.63
H,70.6,10.45,-60.15,10.82,0.9,-9.92
H,76.45,9.65,-66.8,23.68,0.64,-23.04
H,11.08,0.38,-10.7,56.0,65.85,9.85
H,20.47,32.6,12.13,10.54,13.25,2.72
A,73.25,72.78,-0.47,109.7,25.45,-84.25
A,5.0,3.73,-1.28,61.95,44.3,-17.65
H,23.9,5.05,-18.85,41.5,0.0,-41.5
D,50.35,4.51,-45.84,21.65,18.75,-2.9
D,38.3,14.83,-23.48,31.97,14.8,-17.17
H,56.0,65.85,9.85,50.35,4.51,-45.84
D,27.83,3.2,-24.63,11.08,0.38,-10.7
H,61.95,44.3,-17.65,20.47,32.6,12.13
D,10.82,0.9,-9.92,10.0,31.42,21.42
D,23.68,0.64,-23.04,38.3,14.83,-23.48
H,10.54,13.25,2.72,23.9,5.05,-18.85
A,109.7,25.45,-84.25,76.45,9.65,-66.8
D,21.65,18.75,-2.9,70.6,10.45,-60.15
H,31.97,14.8,-17.17,5.0,3.73,-1.28
A,41.5,0.0,-41.5,73.25,72.78,-0.47
D,10.0,31.42,21.42,21.65,18.75,-2.9
H,76.45,9.65,-66.8,56.0,65.85,9.85
H,11.08,0.38,-10.7,23.68,0.64,-23.04
A,38.3,14.83,-23.48,27.83,3.2,-24.63
D,20.47,32.6,12.13,109.7,25.45,-84.25
A,73.25,72.78,-0.47,10.54,13.25,2.72
D,23.9,5.05,-18.85,61.95,44.3,-17.65
D,70.6,10.45,-60.15,31.97,14.8,-17.17
D,50.35,4.51,-45.84,10.82,0.9,-9.92
H,5.0,3.73,-1.28,41.5,0.0,-41.5
D,56.0,65.85,9.85,10.0,31.42,21.42
A,27.83,3.2,-24.63,76.45,9.65,-66.8
H,21.65,18.75,-2.9,38.3,14.83,-23.48
D,10.82,0.9,-9.92,11.08,0.38,-10.7
D,41.5,0.0,-41.5,20.47,32.6,12.13
H,23.68,0.64,-23.04,50.35,4.51,-45.84
A,10.54,13.25,2.72,5.0,3.73,-1.28
D,109.7,25.45,-84.25,70.6,10.45,-60.15
H,61.95,44.3,-17.65,73.25,72.78,-0.47
A,31.97,14.8,-17.17,23.9,5.05,-18.85
H,56.0,65.85,9.85,73.25,72.78,-0.47
H,70.6,10.45,-60.15,10.54,13.25,2.72
H,61.95,44.3,-17.65,27.83,3.2,-24.63
A,31.97,14.8,-17.17,20.47,32.6,12.13
H,11.08,0.38,-10.7,76.45,9.65,-66.8
A,50.35,4.51,-45.84,41.5,0.0,-41.5
H,10.82,0.9,-9.92,21.65,18.75,-2.9
H,5.0,3.73,-1.28,109.7,25.45,-84.25
A,10.0,31.42,21.42,38.3,14.83,-23.48
D,23.9,5.05,-18.85,23.68,0.64,-23.04
D,27.83,3.2,-24.63,56.0,65.85,9.85
D,21.65,18.75,-2.9,11.08,0.38,-10.7
H,76.45,9.65,-66.8,50.35,4.51,-45.84
H,23.68,0.64,-23.04,10.0,31.42,21.42
A,38.3,14.83,-23.48,5.0,3.73,-1.28
H,10.54,13.25,2.72,10.82,0.9,-9.92
D,109.7,25.45,-84.25,61.95,44.3,-17.65
H,41.5,0.0,-41.5,31.97,14.8,-17.17
D,20.47,32.6,12.13,70.6,10.45,-60.15
H,73.25,72.78,-0.47,23.9,5.05,-18.85
H,27.83,3.2,-24.63,10.82,0.9,-9.92
D,38.3,14.83,-23.48,50.35,4.51,-45.84
D,109.7,25.45,-84.25,10.0,31.42,21.42
D,21.65,18.75,-2.9,56.0,65.85,9.85
H,76.45,9.65,-66.8,23.9,5.05,-18.85
D,41.5,0.0,-41.5,11.08,0.38,-10.7
H,23.68,0.64,-23.04,31.97,14.8,-17.17
H,20.47,32.6,12.13,5.0,3.73,-1.28
H,73.25,72.78,-0.47,70.6,10.45,-60.15
A,10.54,13.25,2.72,61.95,44.3,-17.65
A,56.0,65.85,9.85,20.47,32.6,12.13
A,10.0,31.42,21.42,73.25,72.78,-0.47
H,70.6,10.45,-60.15,41.5,0.0,-41.5
D,61.95,44.3,-17.65,21.65,18.75,-2.9
D,50.35,4.51,-45.84,27.83,3.2,-24.63
A,10.82,0.9,-9.92,76.45,9.65,-66.8
A,5.0,3.73,-1.28,23.68,0.64,-23.04
H,23.9,5.05,-18.85,109.7,25.45,-84.25
H,11.08,0.38,-10.7,38.3,14.83,-23.48
H,31.97,14.8,-17.17,10.54,13.25,2.72
H,56.0,65.85,9.85,5.0,3.73,-1.28
D,27.83,3.2,-24.63,23.68,0.64,-23.04
H,41.5,0.0,-41.5,10.82,0.9,-9.92
A,38.3,14.83,-23.48,109.7,25.45,-84.25
A,20.47,32.6,12.13,11.08,0.38,-10.7
D,10.54,13.25,2.72,50.35,4.51,-45.84
H,21.65,18.75,-2.9,73.25,72.78,-0.47
A,61.95,44.3,-17.65,76.45,9.65,-66.8
A,23.9,5.05,-18.85,70.6,10.45,-60.15
H,10.0,31.42,21.42,31.97,14.8,-17.17
H,38.3,14.83,-23.48,10.82,0.9,-9.92
A,70.6,10.45,-60.15,27.83,3.2,-24.63
H,76.45,9.65,-66.8,38.3,14.83,-23.48
A,31.97,14.8,-17.17,61.95,44.3,-17.65
H,11.08,0.38,-10.7,10.54,13.25,2.72
H,50.35,4.51,-45.84,10.0,31.42,21.42
D,23.68,0.64,-23.04,21.65,18.75,-2.9
H,73.25,72.78,-0.47,20.47,32.6,12.13
D,5.0,3.73,-1.28,23.9,5.05,-18.85
A,10.82,0.9,-9.92,56.0,65.85,9.85
H,70.6,10.45,-60.15,10.0,31.42,21.42
H,61.95,44.3,-17.65,10.82,0.9,-9.92
H,31.97,14.8,-17.17,50.35,4.51,-45.84
A,41.5,0.0,-41.5,38.3,14.83,-23.48
D,73.25,72.78,-0.47,23.68,0.64,-23.04
H,5.0,3.73,-1.28,11.08,0.38,-10.7
A,23.9,5.05,-18.85,21.65,18.75,-2.9
A,10.54,13.25,2.72,56.0,65.85,9.85
H,109.7,25.45,-84.25,27.83,3.2,-24.63
D,20.47,32.6,12.13,76.45,9.65,-66.8
A,27.83,3.2,-24.63,73.25,72.78,-0.47
H,21.65,18.75,-2.9,10.54,13.25,2.72
D,10.0,31.42,21.42,41.5,0.0,-41.5
H,76.45,9.65,-66.8,31.97,14.8,-17.17
A,11.08,0.38,-10.7,109.7,25.45,-84.25
A,50.35,4.51,-45.84,5.0,3.73,-1.28
D,10.82,0.9,-9.92,20.47,32.6,12.13
H,23.68,0.64,-23.04,70.6,10.45,-60.15
H,38.3,14.83,-23.48,61.95,44.3,-17.65
H,56.0,65.85,9.85,31.97,14.8,-17.17
A,27.83,3.2,-24.63,10.54,13.25,2.72
A,10.0,31.42,21.42,20.47,32.6,12.13
H,76.45,9.65,-66.8,5.0,3.73,-1.28
A,11.08,0.38,-10.7,61.95,44.3,-17.65
H,10.82,0.9,-9.92,23.9,5.05,-18.85
D,23.68,0.64,-23.04,41.5,0.0,-41.5
A,38.3,14.83,-23.48,73.25,72.78,-0.47
A,21.65,18.75,-2.9,109.7,25.45,-84.25
A,50.35,4.51,-45.84,70.6,10.45,-60.15
H,61.95,44.3,-17.65,23.68,0.64,-23.04
D,41.5,0.0,-41.5,56.0,65.85,9.85
D,20.47,32.6,12.13,27.83,3.2,-24.63
H,73.25,72.78,-0.47,10.82,0.9,-9.92
A,5.0,3.73,-1.28,10.0,31.42,21.42
H,23.9,5.05,-18.85,11.08,0.38,-10.7
A,10.54,13.25,2.72,76.45,9.65,-66.8
A,109.7,25.45,-84.25,50.35,4.51,-45.84
H,70.6,10.45,-60.15,38.3,14.83,-23.48
A,31.97,14.8,-17.17,21.65,18.75,-2.9
A,27.83,3.2,-24.63,41.5,0.0,-41.5
D,21.65,18.75,-2.9,20.47,32.6,12.13
D,10.0,31.42,21.42,10.54,13.25,2.72
D,11.08,0.38,-10.7,31.97,14.8,-17.17
D,50.35,4.51,-45.84,73.25,72.78,-0.47
H,10.82,0.9,-9.92,5.0,3.73,-1.28
A,23.68,0.64,-23.04,109.7,25.45,-84.25
H,38.3,14.83,-23.48,23.9,5.05,-18.85
A,56.0,65.85,9.85,61.95,44.3,-17.65
H,76.45,9.65,-66.8,70.6,10.45,-60.15
D,109.7,25.45,-84.25,41.5,0.0,-41.5
H,70.6,10.45,-60.15,11.08,0.38,-10.7
H,61.95,44.3,-17.65,10.0,31.42,21.42
A,31.97,14.8,-17.17,10.82,0.9,-9.92
H,20.47,32.6,12.13,23.68,0.64,-23.04
D,5.0,3.73,-1.28,27.83,3.2,-24.63
D,23.9,5.05,-18.85,50.35,4.51,-45.84
A,10.54,13.25,2.72,38.3,14.83,-23.48
H,109.7,25.45,-84.25,56.0,65.85,9.85
D,73.25,72.78,-0.47,76.45,9.65,-66.8
D,41.5,0.0,-41.5,21.65,18.75,-2.9
H,56.0,65.85,9.85,23.9,5.05,-18.85
A,27.83,3.2,-24.63,31.97,14.8,-17.17
D,50.35,4.51,-45.84,61.95,44.3,-17.65
D,23.68,0.64,-23.04,10.54,13.25,2.72
D,38.3,14.83,-23.48,20.47,32.6,12.13
D,56.0,65.85,9.85,70.6,10.45,-60.15
H,21.65,18.75,-2.9,5.0,3.73,-1.28
H,10.0,31.42,21.42,23.9,5.05,-18.85
H,76.45,9.65,-66.8,41.5,0.0,-41.5
D,11.08,0.38,-10.7,73.25,72.78,-0.47
D,10.82,0.9,-9.92,109.7,25.45,-84.25
H,56.0,65.85,9.85,23.68,0.64,-23.04
D,21.65,18.75,-2.9,27.83,3.2,-24.63
A,10.0,31.42,21.42,76.45,9.65,-66.8
H,31.97,14.8,-17.17,109.7,25.45,-84.25
D,50.35,4.51,-45.84,11.08,0.38,-10.7
H,10.82,0.9,-9.92,38.3,14.83,-23.48
H,23.9,5.05,-18.85,20.47,32.6,12.13
D,10.54,13.25,2.72,41.5,0.0,-41.5
D,61.95,44.3,-17.65,70.6,10.45,-60.15
A,5.0,3.73,-1.28,73.25,72.78,-0.47
H,109.7,25.45,-84.25,10.54,13.25,2.72
D,11.08,0.38,-10.7,10.0,31.42,21.42
H,41.5,0.0,-41.5,61.95,44.3,-17.65
H,23.68,0.64,-23.04,10.82,0.9,-9.92
A,38.3,14.83,-23.48,56.0,65.85,9.85
H,20.47,32.6,12.13,50.35,4.51,-45.84
H,73.25,72.78,-0.47,31.97,14.8,-17.17
H,27.83,3.2,-24.63,23.9,5.05,-18.85
H,76.45,9.65,-66.8,21.65,18.75,-2.9
A,70.6,10.45,-60.15,5.0,3.73,-1.28
H,70.6,10.45,-60.15,20.47,32.6,12.13
H,56.0,65.85,9.85,27.83,3.2,-24.63
H,10.0,31.42,21.42,23.68,0.64,-23.04
H,11.08,0.38,-10.7,21.65,18.75,-2.9
A,50.35,4.51,-45.84,76.45,9.65,-66.8
A,10.82,0.9,-9.92,10.54,13.25,2.72
H,5.0,3.73,-1.28,38.3,14.83,-23.48
H,61.95,44.3,-17.65,109.7,25.45,-84.25
H,31.97,14.8,-17.17,41.5,0.0,-41.5
A,23.9,5.05,-18.85,73.25,72.78,-0.47
H,109.7,25.45,-84.25,5.0,3.73,-1.28
H,21.65,18.75,-2.9,10.82,0.9,-9.92
H,76.45,9.65,-66.8,11.08,0.38,-10.7
A,41.5,0.0,-41.5,50.35,4.51,-45.84
A,23.68,0.64,-23.04,23.9,5.05,-18.85
D,38.3,14.83,-23.48,10.0,31.42,21.42
H,20.47,32.6,12.13,31.97,14.8,-17.17
A,10.54,13.25,2.72,70.6,10.45,-60.15
H,73.25,72.78,-0.47,56.0,65.85,9.85
A,27.83,3.2,-24.63,61.95,44.3,-17.65
D,11.08,0.38,-10.7,41.5,0.0,-41.5
H,50.35,4.51,-45.84,38.3,14.83,-23.48
A,10.82,0.9,-9.92,27.83,3.2,-24.63
H,5.0,3.73,-1.28,20.47,32.6,12.13
H,70.6,10.45,-60.15,73.25,72.78,-0.47
H,31.97,14.8,-17.17,23.68,0.64,-23.04
H,27.83,3.2,-24.63,50.35,4.51,-45.84
H,21.65,18.75,-2.9,61.95,44.3,-17.65
H,76.45,9.65,-66.8,10.82,0.9,-9.92
H,41.5,0.0,-41.5,70.6,10.45,-60.15
D,23.68,0.64,-23.04,5.0,3.73,-1.28
A,20.47,32.6,12.13,56.0,65.85,9.85
H,109.7,25.45,-84.25,23.9,5.05,-18.85
D,38.3,14.83,-23.48,11.08,0.38,-10.7
A,73.25,72.78,-0.47,10.0,31.42,21.42
H,10.54,13.25,2.72,31.97,14.8,-17.17
H,56.0,65.85,9.85,10.82,0.9,-9.92
H,21.65,18.75,-2.9,23.68,0.64,-23.04
H,61.95,44.3,-17.65,31.97,14.8,-17.17
H,41.5,0.0,-41.5,109.7,25.45,-84.25
A,38.3,14.83,-23.48,76.45,9.65,-66.8
A,20.47,32.6,12.13,73.25,72.78,-0.47
H,23.9,5.05,-18.85,5.0,3.73,-1.28
H,10.54,13.25,2.72,11.08,0.38,-10.7
A,27.83,3.2,-24.63,70.6,10.45,-60.15
H,10.0,31.42,21.42,50.35,4.51,-45.84
D,11.08,0.38,-10.7,20.47,32.6,12.13
A,10.82,0.9,-9.92,41.5,0.0,-41.5
A,23.68,0.64,-23.04,27.83,3.2,-24.63
A,5.0,3.73,-1.28,56.0,65.85,9.85
H,109.7,25.45,-84.25,38.3,14.83,-23.48
D,70.6,10.45,-60.15,23.9,5.05,-18.85
H,31.97,14.8,-17.17,10.0,31.42,21.42
D,50.35,4.51,-45.84,10.54,13.25,2.72
D,73.25,72.78,-0.47,21.65,18.75,-2.9
A,76.45,9.65,-66.8,61.95,44.3,-17.65
H,56.0,65.85,9.85,11.08,0.38,-10.7
D,27.83,3.2,-24.63,10.0,31.42,21.42
H,21.65,18.75,-2.9,50.35,4.51,-45.84
D,10.82,0.9,-9.92,70.6,10.45,-60.15
D,41.5,0.0,-41.5,23.9,5.05,-18.85
A,31.97,14.8,-17.17,38.3,14.83,-23.48
A,23.68,0.64,-23.04,76.45,9.65,-66.8
