Date,HomeTeam,AwayTeam,FTR,HTR,Referee,HomeTeamExpenditure,HomeTeamIncome,HomeTeamBalance,AwayTeamExpenditure,AwayTeamIncome,AwayTeamBalance
2001-02-03,Coventry,Arsenal,A,D,Mike Dean,19.0,26.28,7.28,56.3,49.53,-6.78
2001-02-03,Derby,Sunderland,H,H,Barry Knight,13.33,6.88,-6.45,16.87,5.53,-11.34
2001-02-03,Ipswich,Leeds,A,A,Peter Jones,9.6,4.5,-5.1,53.15,12.33,-40.82
2001-02-03,Leicester,Chelsea,H,H,Steve Dunn,11.7,9.7,-2.0,52.39,37.72,-14.67
2001-02-03,Liverpool,West Ham,H,H,Steve Bennett,34.0,19.61,-14.4,18.65,42.4,23.75
2001-02-03,Man United,Everton,H,D,Jeff Winter,11.7,9.88,-1.83,34.48,35.55,1.07
2001-02-03,Middlesbrough,Man City,D,A,Alan Wiley,33.47,10.0,-23.47,20.28,1.46,-18.81
2001-02-03,Tottenham,Charlton,D,D,David Ellaray,25.74,2.46,-23.29,20.8,0.532,-20.27
2001-02-07,Everton,Leeds,D,H,Neale Barry,34.48,35.55,1.07,53.15,12.33,-40.82
2001-02-10,Arsenal,Ipswich,H,D,Rob Harris,56.3,49.53,-6.78,9.6,4.5,-5.1
2001-02-10,Aston Villa,Middlesbrough,D,H,Clive Wilkes,21.12,20.82,-0.305,33.47,10.0,-23.47
2001-02-10,Chelsea,Man United,D,H,David Ellaray,52.39,37.72,-14.67,11.7,9.88,-1.83
2001-02-10,Everton,Leicester,H,H,Rob Styles,34.48,35.55,1.07,11.7,9.7,-2.0
2001-02-10,Leeds,Derby,D,D,Jeff Winter,53.15,12.33,-40.82,13.33,6.88,-6.45
2001-02-10,Man City,Tottenham,A,D,Steve Dunn,20.28,1.46,-18.81,25.74,2.46,-23.29
2001-02-10,Southampton,Bradford,H,D,Graham Poll,0.0,0.145,0.145,6.61,8.94,2.34
2001-02-10,Sunderland,Liverpool,D,D,Graham Barber,16.87,5.53,-11.34,34.0,19.61,-14.4
2001-02-11,Charlton,Newcastle,H,H,Paul Durkin,20.8,0.532,-20.27,25.91,26.39,0.475
2001-02-12,West Ham,Coventry,D,D,Dermot Gallagher,18.65,42.4,23.75,19.0,26.28,7.28
2001-02-24,Bradford,West Ham,A,A,Steve Lodge,6.61,8.94,2.34,18.65,42.4,23.75
2001-02-24,Coventry,Charlton,D,D,Mark Halsey,19.0,26.28,7.28,20.8,0.532,-20.27
2001-02-24,Derby,Aston Villa,H,H,Alan Wiley,13.33,6.88,-6.45,21.12,20.82,-0.305
2001-02-24,Ipswich,Everton,H,D,Graham Poll,9.6,4.5,-5.1,34.48,35.55,1.07
2001-02-24,Leicester,Sunderland,H,H,Andy D'Urso,11.7,9.7,-2.0,16.87,5.53,-11.34
2001-02-24,Middlesbrough,Southampton,A,D,Neale Barry,33.47,10.0,-23.47,0.0,0.145,0.145
2001-02-24,Newcastle,Man City,A,D,Rob Harris,25.91,26.39,0.475,20.28,1.46,-18.81
2001-02-24,Tottenham,Leeds,A,D,Jeff Winter,25.74,2.46,-23.29,53.15,12.33,-40.82
2001-02-25,Man United,Arsenal,H,H,Paul Durkin,11.7,9.88,-1.83,56.3,49.53,-6.78
2001-03-03,Arsenal,West Ham,H,H,Mike Riley,56.3,49.53,-6.78,18.65,42.4,23.75
2001-03-03,Coventry,Chelsea,D,D,Steve Bennett,19.0,26.28,7.28,52.39,37.72,-14.67
2001-03-03,Derby,Tottenham,H,H,Rob Harris,13.33,6.88,-6.45,25.74,2.46,-23.29
2001-03-03,Everton,Newcastle,D,D,David Ellaray,34.48,35.55,1.07,25.91,26.39,0.475
2001-03-03,Leeds,Man United,D,D,Graham Barber,53.15,12.33,-40.82,11.7,9.88,-1.83
2001-03-03,Leicester,Liverpool,H,D,Dermot Gallagher,11.7,9.7,-2.0,34.0,19.61,-14.4
2001-03-03,Man City,Southampton,A,D,Jeff Winter,20.28,1.46,-18.81,0.0,0.145,0.145
2001-03-03,Middlesbrough,Charlton,D,D,Mike Dean,33.47,10.0,-23.47,20.8,0.532,-20.27
2001-03-04,Ipswich,Bradford,H,A,Andy D'Urso,9.6,4.5,-5.1,6.61,8.94,2.34
2001-03-05,Sunderland,Aston Villa,D,D,Steve Lodge,16.87,5.53,-11.34,21.12,20.82,-0.305
2001-03-07,West Ham,Chelsea,A,A,Alan Wiley,18.65,42.4,23.75,52.39,37.72,-14.67
2001-03-10,Aston Villa,Ipswich,H,A,Rob Styles,21.12,20.82,-0.305,9.6,4.5,-5.1
2001-03-17,Bradford,Man City,D,A,Steve Dunn,6.61,8.94,2.34,20.28,1.46,-18.81
2001-03-17,Charlton,Leeds,A,D,Clive Wilkes,20.8,0.532,-20.27,53.15,12.33,-40.82
2001-03-17,Chelsea,Sunderland,A,H,Paul Durkin,52.39,37.72,-14.67,16.87,5.53,-11.34
2001-03-17,Man United,Leicester,H,D,Alan Wiley,11.7,9.88,-1.83,11.7,9.7,-2.0
2001-03-17,Newcastle,Middlesbrough,A,A,Graham Barber,25.91,26.39,0.475,33.47,10.0,-23.47
2001-03-17,Southampton,Everton,H,D,Mark Halsey,0.0,0.145,0.145,34.48,35.55,1.07
2001-03-17,Tottenham,Coventry,H,H,Graham Poll,25.74,2.46,-23.29,19.0,26.28,7.28
2001-03-17,West Ham,Ipswich,A,D,Mike Dean,18.65,42.4,23.75,9.6,4.5,-5.1
2001-03-18,Aston Villa,Arsenal,D,D,Barry Knight,21.12,20.82,-0.305,56.3,49.53,-6.78
2001-03-18,Liverpool,Derby,D,A,Neale Barry,34.0,19.61,-14.4,13.33,6.88,-6.45
2001-03-31,Arsenal,Tottenham,H,D,Paul Durkin,56.3,49.53,-6.78,25.74,2.46,-23.29
2001-03-31,Bradford,Newcastle,D,H,Paul Taylor,6.61,8.94,2.34,25.91,26.39,0.475
2001-03-31,Chelsea,Middlesbrough,H,H,Peter Jones,52.39,37.72,-14.67,33.47,10.0,-23.47
2001-03-31,Coventry,Derby,H,H,David Ellaray,19.0,26.28,7.28,13.33,6.88,-6.45
2001-03-31,Liverpool,Man United,H,H,Graham Poll,34.0,19.61,-14.4,11.7,9.88,-1.83
2001-03-31,Man City,Aston Villa,A,A,Rob Styles,20.28,1.46,-18.81,21.12,20.82,-0.305
2001-03-31,Sunderland,Leeds,A,A,Steve Dunn,16.87,5.53,-11.34,53.15,12.33,-40.82
2001-03-31,West Ham,Everton,A,A,Andy D'Urso,18.65,42.4,23.75,34.48,35.55,1.07
2001-04-01,Charlton,Leicester,H,H,Jeff Winter,20.8,0.532,-20.27,11.7,9.7,-2.0
2001-04-02,Southampton,Ipswich,A,A,Alan Wiley,0.0,0.145,0.145,9.6,4.5,-5.1
2001-04-04,Aston Villa,Leicester,H,D,Mike Dean,21.12,20.82,-0.305,11.7,9.7,-2.0
2001-04-07,Aston Villa,West Ham,D,D,Rob Harris,21.12,20.82,-0.305,18.65,42.4,23.75
2001-04-07,Derby,Chelsea,A,D,Steve Lodge,13.33,6.88,-6.45,52.39,37.72,-14.67
2001-04-07,Leeds,Southampton,H,H,Jeff Winter,53.15,12.33,-40.82,0.0,0.145,0.145
2001-04-07,Leicester,Coventry,A,A,Graham Barber,11.7,9.7,-2.0,19.0,26.28,7.28
2001-04-08,Everton,Man City,H,H,David Ellaray,34.48,35.55,1.07,20.28,1.46,-18.81
2001-04-09,Middlesbrough,Sunderland,D,D,Andy D'Urso ,33.47,10.0,-23.47,16.87,5.53,-11.34
2001-04-10,Ipswich,Liverpool,D,D,Steve Dunn,9.6,4.5,-5.1,34.0,19.61,-14.4
2001-04-10,Man United,Charlton,H,H,Mark Halsey ,11.7,9.88,-1.83,20.8,0.532,-20.27
2001-04-10,Tottenham,Bradford,H,D,Steve Bennett ,25.74,2.46,-23.29,6.61,8.94,2.34
2001-04-11,Man City,Arsenal,A,A,Neale Barry,20.28,1.46,-18.81,56.3,49.53,-6.78
2001-04-13,Bradford,Charlton,H,D,Peter Jones,6.61,8.94,2.34,20.8,0.532,-20.27
2001-04-13,Liverpool,Leeds,A,A,Alan Wiley,34.0,19.61,-14.4,53.15,12.33,-40.82
2001-04-14,Arsenal,Middlesbrough,A,A,Paul Durkin,56.3,49.53,-6.78,33.47,10.0,-23.47
2001-04-14,Aston Villa,Everton,H,D,Paul Taylor,21.12,20.82,-0.305,34.48,35.55,1.07
2001-04-14,Chelsea,Southampton,H,H,Clive Wilkes,52.39,37.72,-14.67,0.0,0.145,0.145
2001-04-14,Ipswich,Newcastle,H,D,Mike Dean,9.6,4.5,-5.1,25.91,26.39,0.475
2001-04-14,Leicester,Man City,A,D,Barry Knight,11.7,9.7,-2.0,20.28,1.46,-18.81
2001-04-14,Man United,Coventry,H,D,Mike Riley,11.7,9.88,-1.83,19.0,26.28,7.28
2001-04-14,Sunderland,Tottenham,A,H,David Ellaray,16.87,5.53,-11.34,25.74,2.46,-23.29
2001-04-14,West Ham,Derby,H,H,Rob Styles,18.65,42.4,23.75,13.33,6.88,-6.45
2001-04-16,Coventry,Sunderland,H,H,Dermot Gallagher,19.0,26.28,7.28,16.87,5.53,-11.34
2001-04-16,Derby,Leicester,H,H,Mark Halsey,13.33,6.88,-6.45,11.7,9.7,-2.0
2001-04-16,Everton,Liverpool,A,D,Jeff Winter,34.48,35.55,1.07,34.0,19.61,-14.4
2001-04-16,Middlesbrough,Ipswich,A,H,Steve Bennett,33.47,10.0,-23.47,9.6,4.5,-5.1
2001-04-16,Newcastle,West Ham,H,H,Paul Durkin,25.91,26.39,0.475,18.65,42.4,23.75
2001-04-17,Charlton,Aston Villa,D,H,Graham Poll,20.8,0.532,-20.27,21.12,20.82,-0.305
2001-04-17,Tottenham,Chelsea,A,A,Graham Barber,25.74,2.46,-23.29,52.39,37.72,-14.67
2001-04-21,Arsenal,Everton,H,D,Dermot Gallagher,56.3,49.53,-6.78,34.48,35.55,1.07
2001-04-21,Aston Villa,Southampton,D,D,Jeff Winter,21.12,20.82,-0.305,0.0,0.145,0.145
2001-04-21,Bradford,Derby,H,H,Neale Barry,6.61,8.94,2.34,13.33,6.88,-6.45
2001-04-21,Chelsea,Charlton,A,A,Mike Dean,52.39,37.72,-14.67,20.8,0.532,-20.27
2001-04-21,Ipswich,Coventry,H,H,Graham Barber,9.6,4.5,-5.1,19.0,26.28,7.28
2001-04-21,Leicester,Middlesbrough,A,A,Paul Taylor,11.7,9.7,-2.0,33.47,10.0,-23.47
2001-04-21,Man United,Man City,D,D,David Ellaray,11.7,9.88,-1.83,20.28,1.46,-18.81
2001-04-21,Sunderland,Newcastle,D,D,Mike Riley,16.87,5.53,-11.34,25.91,26.39,0.475
2001-04-21,West Ham,Leeds,A,A,Graham Poll,18.65,42.4,23.75,53.15,12.33,-40.82
2001-04-22,Liverpool,Tottenham,H,D,Barry Knight,34.0,19.61,-14.4,25.74,2.46,-23.29
2001-04-28,Coventry,Liverpool,A,D,Steve Bennett,19.0,26.28,7.28,34.0,19.61,-14.4
2001-04-28,Derby,Arsenal,A,D,Graham Barber,13.33,6.88,-6.45,56.3,49.53,-6.78
2001-04-28,Everton,Bradford,H,A,Paul Durkin,34.48,35.55,1.07,6.61,8.94,2.34
2001-04-28,Leeds,Chelsea,H,D,Steve Dunn,53.15,12.33,-40.82,52.39,37.72,-14.67
2001-04-28,Man City,West Ham,H,H,Peter Jones,20.28,1.46,-18.81,18.65,42.4,23.75
2001-04-28,Middlesbrough,Man United,A,A,Steve Lodge,33.47,10.0,-23.47,11.7,9.88,-1.83
2001-04-28,Newcastle,Leicester,H,D,Graham Poll,25.91,26.39,0.475,11.7,9.7,-2.0
2001-04-28,Southampton,Sunderland,A,D,Alan Wiley,0.0,0.145,0.145,16.87,5.53,-11.34
2001-04-28,Tottenham,Aston Villa,D,D,Clive Wilkes,25.74,2.46,-23.29,21.12,20.82,-0.305
2001-04-30,Charlton,Ipswich,H,D,Rob Styles,20.8,0.532,-20.27,9.6,4.5,-5.1
2001-05-01,Bradford,Liverpool,A,D,Jeff Winter,6.61,8.94,2.34,34.0,19.61,-14.4
2001-05-01,Newcastle,Southampton,D,H,Steve Lodge,25.91,26.39,0.475,0.0,0.145,0.145
2001-05-05,Arsenal,Leeds,H,H,Peter Jones,56.3,49.53,-6.78,53.15,12.33,-40.82
2001-05-05,Aston Villa,Coventry,H,A,Mike Riley,21.12,20.82,-0.305,19.0,26.28,7.28
2001-05-05,Bradford,Middlesbrough,D,H,Graham Barber,6.61,8.94,2.34,33.47,10.0,-23.47
2001-05-05,Chelsea,Everton,H,H,Rob Harris,52.39,37.72,-14.67,34.48,35.55,1.07
2001-05-05,Leicester,Tottenham,H,H,Mike Dean,11.7,9.7,-2.0,25.74,2.46,-23.29
2001-05-05,Liverpool,Newcastle,H,H,Mark Halsey,34.0,19.61,-14.4,25.91,26.39,0.475
2001-05-05,Man United,Derby,A,A,Neale Barry,11.7,9.88,-1.83,13.33,6.88,-6.45
2001-05-05,Sunderland,Charlton,H,H,Steve Dunn,16.87,5.53,-11.34,20.8,0.532,-20.27
2001-05-05,West Ham,Southampton,H,D,Clive Wilkes,18.65,42.4,23.75,0.0,0.145,0.145
2001-05-07,Ipswich,Man City,H,D,Steve Lodge,9.6,4.5,-5.1,20.28,1.46,-18.81
2001-05-08,Liverpool,Chelsea,D,D,Dermot Gallagher,34.0,19.61,-14.4,52.39,37.72,-14.67
2001-05-13,Leeds,Bradford,H,H,Andy D'Urso,53.15,12.33,-40.82,6.61,8.94,2.34
2001-05-13,Southampton,Man United,H,H,Jeff Winter,0.0,0.145,0.145,11.7,9.88,-1.83
2001-05-15,Newcastle,Arsenal,D,D,Alan Wiley,25.91,26.39,0.475,56.3,49.53,-6.78
2001-05-19,Charlton,Liverpool,A,D,Graham Barber,20.8,0.532,-20.27,34.0,19.61,-14.4
2001-05-19,Coventry,Bradford,D,D,Alan Wiley,19.0,26.28,7.28,6.61,8.94,2.34
2001-05-19,Derby,Ipswich,D,H,Graham Poll,13.33,6.88,-6.45,9.6,4.5,-5.1
2001-05-19,Everton,Sunderland,D,D,Steve Bennett,34.48,35.55,1.07,16.87,5.53,-11.34
2001-05-19,Leeds,Leicester,H,D,David Ellaray,53.15,12.33,-40.82,11.7,9.7,-2.0
2001-05-19,Man City,Chelsea,A,D,Mike Riley,20.28,1.46,-18.81,52.39,37.72,-14.67
2001-05-19,Middlesbrough,West Ham,H,H,Paul Durkin,33.47,10.0,-23.47,18.65,42.4,23.75
2001-05-19,Newcastle,Aston Villa,H,H,Barry Knight,25.91,26.39,0.475,21.12,20.82,-0.305
2001-05-19,Southampton,Arsenal,H,A,Paul Taylor,0.0,0.145,0.145,56.3,49.53,-6.78
2001-05-19,Tottenham,Man United,H,D,Andy D'Urso,25.74,2.46,-23.29,11.7,9.88,-1.83
2001-08-18,Charlton,Everton,A,D,N. S. Barry,13.5,1.38,-12.13,10.5,11.93,1.43
2001-08-18,Derby,Blackburn,H,H,P. A. Durkin,4.59,17.5,12.92,33.01,10.68,-22.34
2001-08-18,Leeds,Southampton,H,D,C. R. Wilkes ,46.3,4.58,-41.73,19.35,14.45,-4.9
2001-08-18,Leicester,Bolton,A,A,R. Styles,19.2,3.03,-16.17,3.13,0.07,-3.06
2001-08-18,Liverpool,West Ham,H,D,J. T. Winter,31.56,28.65,-2.91,22.06,18.13,-3.94
2001-08-18,Middlesbrough,Arsenal,A,A,G. P. Barber,22.7,5.27,-17.43,32.69,12.0,-20.69
2001-08-18,Sunderland,Ipswich,H,H,G. Poll,29.76,12.89,-16.87,20.23,13.5,-6.73
2001-08-18,Tottenham,Aston Villa,D,D,D. J. Gallagher,28.05,9.75,-18.3,26.1,16.88,-9.23
2001-08-19,Chelsea,Newcastle,D,H,A. P. D'Urso ,49.7,14.32,-35.38,31.59,0.89,-30.7
2001-08-19,Man United,Fulham,H,D,P. Jones ,85.85,43.6,-42.25,50.6,1.03,-49.58
2001-08-20,Everton,Tottenham,D,A,D. R. Elleray ,10.5,11.93,1.43,28.05,9.75,-18.3
2001-08-21,Arsenal,Leeds,A,D,J. T. Winter ,32.69,12.0,-20.69,46.3,4.58,-41.73
2001-08-21,Bolton,Middlesbrough,H,H,S. W. Dunn ,3.13,0.07,-3.06,22.7,5.27,-17.43
2001-08-21,Ipswich,Derby,H,H,E. K. Wolstenholme ,20.23,13.5,-6.73,4.59,17.5,12.92
2001-08-22,Blackburn,Man United,D,A,A. G. Wiley ,33.01,10.68,-22.34,85.85,43.6,-42.25
2001-08-22,Fulham,Sunderland,H,D,B. Knight ,50.6,1.03,-49.58,29.76,12.89,-16.87
2001-08-25,Arsenal,Leicester,H,H,A. P. D'Urso ,32.69,12.0,-20.69,19.2,3.03,-16.17
2001-08-25,Blackburn,Tottenham,H,H,S. G. Bennett,33.01,10.68,-22.34,28.05,9.75,-18.3
2001-08-25,Everton,Middlesbrough,H,H,U. D. Rennie,10.5,11.93,1.43,22.7,5.27,-17.43
2001-08-25,Fulham,Derby,D,D,M. L Dean,50.6,1.03,-49.58,4.59,17.5,12.92
2001-08-25,Ipswich,Charlton,A,D,S. W. Dunn ,20.23,13.5,-6.73,13.5,1.38,-12.13
2001-08-25,Southampton,Chelsea,A,A,D. R. Elleray ,19.35,14.45,-4.9,49.7,14.32,-35.38
2001-08-25,West Ham,Leeds,D,D,P. A. Durkin ,22.06,18.13,-3.94,46.3,4.58,-41.73
2001-08-26,Aston Villa,Man United,D,H,G. P. Barber ,26.1,16.88,-9.23,85.85,43.6,-42.25
2001-08-26,Newcastle,Sunderland,D,D,M. A. Riley ,31.59,0.89,-30.7,29.76,12.89,-16.87
2001-08-27,Bolton,Liverpool,H,H,G. Poll ,3.13,0.07,-3.06,31.56,28.65,-2.91
2001-09-08,Chelsea,Arsenal,D,D,M. A. Riley ,49.7,14.32,-35.38,32.69,12.0,-20.69
2001-09-08,Derby,West Ham,D,D,C. R. Wilkes,4.59,17.5,12.92,22.06,18.13,-3.94
2001-09-08,Leeds,Bolton,D,D,S. G. Bennett,46.3,4.58,-41.73,3.13,0.07,-3.06
2001-09-08,Leicester,Ipswich,D,A,B. Knight,19.2,3.03,-16.17,20.23,13.5,-6.73
2001-09-08,Liverpool,Aston Villa,A,A,A. P. D'Urso,31.56,28.65,-2.91,26.1,16.88,-9.23
2001-09-08,Man United,Everton,H,H,D. J. Gallagher,85.85,43.6,-42.25,10.5,11.93,1.43
2001-09-08,Middlesbrough,Newcastle,A,D,G. Poll,22.7,5.27,-17.43,31.59,0.89,-30.7
2001-09-08,Sunderland,Blackburn,H,D,M. L Dean,29.76,12.89,-16.87,33.01,10.68,-22.34
2001-09-09,Charlton,Fulham,D,D,J. T. Winter,13.5,1.38,-12.13,50.6,1.03,-49.58
2001-09-09,Tottenham,Southampton,H,D,A. G. Wiley,28.05,9.75,-18.3,19.35,14.45,-4.9
2001-09-15,Bolton,Southampton,A,D,D. Pugh,3.13,0.07,-3.06,19.35,14.45,-4.9
2001-09-15,Derby,Leicester,A,D,G. P. Barber,4.59,17.5,12.92,19.2,3.03,-16.17
2001-09-15,Everton,Liverpool,A,A,P.A. Durkin,10.5,11.93,1.43,31.56,28.65,-2.91
2001-09-15,Fulham,Arsenal,A,A,A.G. Wiley,50.6,1.03,-49.58,32.69,12.0,-20.69
2001-09-15,Middlesbrough,West Ham,H,H,M. A. Riley,22.7,5.27,-17.43,22.06,18.13,-3.94
2001-09-15,Newcastle,Man United,H,H,S. G. Bennett,31.59,0.89,-30.7,85.85,43.6,-42.25
2001-09-16,Aston Villa,Sunderland,D,D,U. D. Rennie,26.1,16.88,-9.23,29.76,12.89,-16.87
2001-09-16,Charlton,Leeds,A,A,M. R. Halsey,13.5,1.38,-12.13,46.3,4.58,-41.73
2001-09-16,Ipswich,Blackburn,D,H,G. Poll,20.23,13.5,-6.73,33.01,10.68,-22.34
2001-09-16,Tottenham,Chelsea,A,A,S. W. Dunn,28.05,9.75,-18.3,49.7,14.32,-35.38
2001-09-17,Leicester,Middlesbrough,A,H,N. S. Barry,19.2,3.03,-16.17,22.7,5.27,-17.43
2001-09-19,Blackburn,Bolton,D,D,J. T. Winter,33.01,10.68,-22.34,3.13,0.07,-3.06
2001-09-19,Sunderland,Tottenham,A,A,P. A. Durkin,29.76,12.89,-16.87,28.05,9.75,-18.3
2001-09-22,Arsenal,Bolton,D,D,C. R. Wilkes,32.69,12.0,-20.69,3.13,0.07,-3.06
2001-09-22,Blackburn,Everton,H,H,G. P. Barber,33.01,10.68,-22.34,10.5,11.93,1.43
2001-09-22,Leicester,Fulham,D,D,E. K. Wolstenholme,19.2,3.03,-16.17,50.6,1.03,-49.58
2001-09-22,Liverpool,Tottenham,H,D,D. J. Gallagher,31.56,28.65,-2.91,28.05,9.75,-18.3
2001-09-22,Man United,Ipswich,H,H,N. S. Barry,85.85,43.6,-42.25,20.23,13.5,-6.73
2001-09-22,Sunderland,Charlton,D,A,A. P. D'Urso,29.76,12.89,-16.87,13.5,1.38,-12.13
2001-09-23,Chelsea,Middlesbrough,D,H,R. Styles,49.7,14.32,-35.38,22.7,5.27,-17.43
2001-09-23,Leeds,Derby,H,H,A. G. Wiley,46.3,4.58,-41.73,4.59,17.5,12.92
2001-09-23,West Ham,Newcastle,H,H,P. Jones,22.06,18.13,-3.94,31.59,0.89,-30.7
2001-09-24,Southampton,Aston Villa,A,A,S. W. Dunn,19.35,14.45,-4.9,26.1,16.88,-9.23
2001-09-26,Newcastle,Leicester,H,H,D. Pugh,31.59,0.89,-30.7,19.2,3.03,-16.17
2001-09-29,Bolton,Sunderland,A,D,D. R. Elleray,3.13,0.07,-3.06,29.76,12.89,-16.87
2001-09-29,Charlton,Leicester,H,H,M. L. Dean,13.5,1.38,-12.13,19.2,3.03,-16.17
2001-09-29,Derby,Arsenal,A,A,R. Styles,4.59,17.5,12.92,32.69,12.0,-20.69
2001-09-29,Everton,West Ham,H,H,P. A. Durkin,10.5,11.93,1.43,22.06,18.13,-3.94
2001-09-29,Middlesbrough,Southampton,A,D,A. G. Wiley,22.7,5.27,-17.43,19.35,14.45,-4.9
2001-09-29,Tottenham,Man United,A,H,J. T. Winter,28.05,9.75,-18.3,85.85,43.6,-42.25
2001-09-30,Aston Villa,Blackburn,H,D,M. R. Halsey,26.1,16.88,-9.23,33.01,10.68,-22.34
2001-09-30,Fulham,Chelsea,D,A,G. Poll,50.6,1.03,-49.58,49.7,14.32,-35.38
2001-09-30,Ipswich,Leeds,A,H,A. P. D'Urso,20.23,13.5,-6.73,46.3,4.58,-41.73
2001-09-30,Newcastle,Liverpool,A,A,G. P. Barber,31.59,0.89,-30.7,31.56,28.65,-2.91
2001-10-13,Bolton,Newcastle,A,A,M. A. Riley,3.13,0.07,-3.06,31.59,0.89,-30.7
2001-10-13,Charlton,Middlesbrough,D,D,D. R. Elleray,13.5,1.38,-12.13,22.7,5.27,-17.43
2001-10-13,Chelsea,Leicester,H,H,J. T. Winter,49.7,14.32,-35.38,19.2,3.03,-16.17
2001-10-13,Ipswich,Everton,D,D,C. R. Wilkes,20.23,13.5,-6.73,10.5,11.93,1.43
2001-10-13,Liverpool,Leeds,D,A,A. G. Wiley,31.56,28.65,-2.91,46.3,4.58,-41.73
2001-10-13,Southampton,Arsenal,A,A,G. P. Barber,19.35,14.45,-4.9,32.69,12.0,-20.69
2001-10-13,Sunderland,Man United,A,A,G. Poll,29.76,12.89,-16.87,85.85,43.6,-42.25
2001-10-14,Aston Villa,Fulham,H,D,P. A. Durkin,26.1,16.88,-9.23,50.6,1.03,-49.58
2001-10-14,Blackburn,West Ham,H,H,A. P. D'Urso,33.01,10.68,-22.34,22.06,18.13,-3.94
2001-10-15,Tottenham,Derby,H,H,M. R. Halsey,28.05,9.75,-18.3,4.59,17.5,12.92
2001-10-20,Arsenal,Blackburn,D,A,U. D. Rennie,32.69,12.0,-20.69,33.01,10.68,-22.34
2001-10-20,Derby,Charlton,D,H,A. P. D'Urso,4.59,17.5,12.92,13.5,1.38,-12.13
2001-10-20,Everton,Aston Villa,H,H,R. Styles,10.5,11.93,1.43,26.1,16.88,-9.23
2001-10-20,Leicester,Liverpool,A,A,M. R. Halsey,19.2,3.03,-16.17,31.56,28.65,-2.91
2001-10-20,Man United,Bolton,A,D,G. P. Barber,85.85,43.6,-42.25,3.13,0.07,-3.06
2001-10-20,West Ham,Southampton,H,D,N. S. Barry,22.06,18.13,-3.94,19.35,14.45,-4.9
2001-10-21,Fulham,Ipswich,D,H,M. A. Riley,50.6,1.03,-49.58,20.23,13.5,-6.73
2001-10-21,Leeds,Chelsea,D,D,P. A. Durkin,46.3,4.58,-41.73,49.7,14.32,-35.38
2001-10-21,Newcastle,Tottenham,A,A,A. G. Wiley,31.59,0.89,-30.7,28.05,9.75,-18.3
2001-10-22,Middlesbrough,Sunderland,H,H,M. R. Halsey,22.7,5.27,-17.43,29.76,12.89,-16.87
2001-10-24,Aston Villa,Charlton,H,H,D. Pugh,26.1,16.88,-9.23,13.5,1.38,-12.13
2001-10-24,Southampton,Ipswich,D,H,U. D. Rennie,19.35,14.45,-4.9,20.23,13.5,-6.73
2001-10-24,West Ham,Chelsea,H,H,D. J. Gallagher,22.06,18.13,-3.94,49.7,14.32,-35.38
2001-10-27,Aston Villa,Bolton,H,H,E. K. Wolstenholme,26.1,16.88,-9.23,3.13,0.07,-3.06
2001-10-27,Charlton,Liverpool,A,A,P. Jones,13.5,1.38,-12.13,31.56,28.65,-2.91
2001-10-27,Everton,Newcastle,A,A,J. T. Winter,10.5,11.93,1.43,31.59,0.89,-30.7
2001-10-27,Fulham,Southampton,H,H,A. P. D'Urso,50.6,1.03,-49.58,19.35,14.45,-4.9
2001-10-27,Man United,Leeds,D,D,D. J. Gallagher,85.85,43.6,-42.25,46.3,4.58,-41.73
2001-10-27,Sunderland,Arsenal,D,A,M. A. Riley,29.76,12.89,-16.87,32.69,12.0,-20.69
2001-10-27,Tottenham,Middlesbrough,H,A,M. L Dean,28.05,9.75,-18.3,22.7,5.27,-17.43
2001-10-28,Derby,Chelsea,D,H,S. G. Bennett,4.59,17.5,12.92,49.7,14.32,-35.38
2001-10-28,Ipswich,West Ham,A,A,S. W. Dunn,20.23,13.5,-6.73,22.06,18.13,-3.94
2001-10-29,Blackburn,Leicester,D,D,R. Styles,33.01,10.68,-22.34,19.2,3.03,-16.17
2001-11-03,Bolton,Everton,D,D,A. P. D'Urso,3.13,0.07,-3.06,10.5,11.93,1.43
2001-11-03,Leicester,Sunderland,H,D,S. W. Dunn,19.2,3.03,-16.17,29.76,12.89,-16.87
2001-11-03,Middlesbrough,Derby,H,D,N. S. Barry,22.7,5.27,-17.43,4.59,17.5,12.92
2001-11-03,Newcastle,Aston Villa,H,H,C. R. Wilkes,31.59,0.89,-30.7,26.1,16.88,-9.23
2001-11-03,Southampton,Blackburn,A,D,A. G. Wiley,19.35,14.45,-4.9,33.01,10.68,-22.34
2001-11-03,West Ham,Fulham,A,A,G. P. Barber,22.06,18.13,-3.94,50.6,1.03,-49.58
2001-11-04,Arsenal,Charlton,A,A,M. R. Halsey,32.69,12.0,-20.69,13.5,1.38,-12.13
2001-11-04,Chelsea,Ipswich,H,H,R. Styles,49.7,14.32,-35.38,20.23,13.5,-6.73
2001-11-04,Leeds,Tottenham,H,D,S. G. Bennett,46.3,4.58,-41.73,28.05,9.75,-18.3
2001-11-04,Liverpool,Man United,H,H,G. Poll,31.56,28.65,-2.91,85.85,43.6,-42.25
2001-11-17,Aston Villa,Middlesbrough,D,D,P. Jones,26.1,16.88,-9.23,22.7,5.27,-17.43
2001-11-17,Blackburn,Liverpool,D,A,M. A. Riley,33.01,10.68,-22.34,31.56,28.65,-2.91
2001-11-17,Derby,Southampton,H,H,P. A. Durkin,4.59,17.5,12.92,19.35,14.45,-4.9
